experiment_id,split,class,precision,recall,f1,support
final_T2,development,Low,0.5873715124816447,0.8614501076812635,0.6984866123399301,2786
final_T2,development,Moderate,0.9335826210826211,0.6660315040650406,0.7774317912218268,7872
final_T2,development,Severe,0.3522245762711864,0.7135193133047211,0.4716312056737589,932
final_T2,test,Low,0.6087912087912087,0.9081967213114754,0.7289473684210527,305
final_T2,test,Moderate,0.9164345403899722,0.6278625954198473,0.7451868629671574,524
final_T2,test,Severe,0.5373134328358209,0.6050420168067226,0.5691699604743083,119
