candidate_id,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,quadratic_weighted_kappa,severe_to_low,low_to_severe,low_precision,low_recall,low_f1,low_support,moderate_precision,moderate_recall,moderate_f1,moderate_support,severe_precision,severe_recall,severe_f1,severe_support,severe_to_low_rate,default_prediction_disagreement
LGBM_T2,0.6757068667051356,0.6097425165595619,0.5581940400238881,0.6097425165595619,0.5654257487975838,0.6891226078293015,0.4494428477899032,68,45,0.5921052631578947,0.8341463414634146,0.692588092345079,1025,0.8667905824039653,0.6373576309794988,0.7345760042005776,2195,0.2156862745098039,0.3577235772357723,0.2691131498470948,246,0.2764227642276423,480
RF_T2,0.6762839007501442,0.638473618904754,0.5751846024097168,0.638473618904754,0.5794335356287853,0.6890713846826115,0.4673035819594855,61,52,0.5816655907036798,0.8790243902439024,0.7000777000777001,1025,0.897986577181208,0.6095671981776766,0.7261872455902306,2195,0.2459016393442623,0.4268292682926829,0.3120356612184249,246,0.2479674796747967,0
