event_id,year
2020-0316-MEX,2020
2020-0316-USA,2020
2020-0355-CHN,2020
2020-0376-DOM,2020
2020-0376-HTI,2020
2020-0376-USA,2020
2020-0400-JPN,2020
2020-0400-KOR,2020
2020-0403-JPN,2020
2020-0403-KOR,2020
2020-0411-KHM,2020
2020-0411-LAO,2020
2020-0411-THA,2020
2020-0411-VNM,2020
2020-0412-USA,2020
2020-0416-MEX,2020
2020-0425-CHN,2020
2020-0425-VNM,2020
2020-0438-USA,2020
2020-0452-PHL,2020
2020-0462-KHM,2020
2020-0462-THA,2020
2020-0462-VNM,2020
2020-0463-PHL,2020
2020-0470-PHL,2020
2020-0470-VNM,2020
2020-0474-BLZ,2020
2020-0474-COL,2020
2020-0474-CRI,2020
2020-0474-GTM,2020
2020-0474-HND,2020
2020-0474-MEX,2020
2020-0474-NIC,2020
2020-0474-PAN,2020
2020-0474-SLV,2020
2020-0474-USA,2020
2020-0483-MEX,2020
2020-0483-USA,2020
2020-0487-SOM,2020
2020-0495-COL,2020
2020-0495-GTM,2020
2020-0495-HND,2020
2020-0495-NIC,2020
2020-0495-PAN,2020
2020-0495-SLV,2020
2020-0501-PHL,2020
2020-0501-VNM,2020
2020-0524-IND,2020
2020-0542-VNM,2020
2020-0554-FJI,2020
2020-0558-PHL,2020
2020-0558-VNM,2020
2021-0036-MDG,2021
2021-0036-MOZ,2021
2021-0036-SWZ,2021
2021-0036-ZAF,2021
2021-0036-ZWE,2021
2021-0070-FJI,2021
2021-0091-PHL,2021
2021-0125-AUS,2021
2021-0125-NCL,2021
2021-0173-AUS,2021
2021-0173-IDN,2021
2021-0173-TLS,2021
2021-0236-PHL,2021
2021-0236-PLW,2021
2021-0252-IND,2021
2021-0252-LKA,2021
2021-0252-MDV,2021
2021-0295-BGD,2021
2021-0295-IND,2021
2021-0325-MEX,2021
2021-0327-LAO,2021
2021-0327-VNM,2021
2021-0339-PHL,2021
2021-0339-TWN,2021
2021-0359-MEX,2021
2021-0373-BRB,2021
2021-0373-CUB,2021
2021-0373-DOM,2021
2021-0373-HTI,2021
2021-0373-LCA,2021
2021-0373-USA,2021
2021-0373-VCT,2021
2021-0498-CHN,2021
2021-0510-DOM,2021
2021-0510-HTI,2021
2021-0528-MEX,2021
2021-0531-USA,2021
2021-0532-USA,2021
2021-0551-CUB,2021
2021-0551-USA,2021
2021-0552-MEX,2021
2021-0578-KOR,2021
2021-0583-USA,2021
2021-0595-PHL,2021
2021-0595-VNM,2021
2021-0630-IND,2021
2021-0645-IND,2021
2021-0645-IRN,2021
2021-0645-OMN,2021
2021-0664-HKG,2021
2021-0664-PHL,2021
2021-0670-HKG,2021
2021-0670-PHL,2021
2021-0698-VNM,2021
2021-0702-MEX,2021
2021-0777-IND,2021
2021-0813-PHL,2021
2021-0813-VNM,2021
