transformed_feature,original_feature,class,mean_abs_shap
categorical__country_code_SGP,country_code,Severe,0.0
categorical__country_code_SLB,country_code,Low,0.0
categorical__country_code_SLB,country_code,Moderate,0.0
categorical__country_code_SLB,country_code,Severe,0.0
categorical__country_code_SLE,country_code,Low,3.091838705566497e-05
categorical__country_code_SLE,country_code,Moderate,5.8205344575604394e-05
categorical__country_code_SLE,country_code,Severe,8.912373163126746e-05
categorical__country_code_SLV,country_code,Low,1.659251858021652e-05
categorical__country_code_SLV,country_code,Moderate,4.180978467350987e-06
categorical__country_code_SLV,country_code,Severe,1.9865548123611936e-05
categorical__country_code_SOM,country_code,Low,1.8346586048586108e-05
categorical__country_code_SOM,country_code,Moderate,4.205326996536632e-05
categorical__country_code_SOM,country_code,Severe,5.1215931600672795e-05
categorical__country_code_SPI,country_code,Low,6.556493349149624e-07
categorical__country_code_SPI,country_code,Moderate,6.556493349149624e-07
categorical__country_code_SPI,country_code,Severe,0.0
categorical__country_code_SRB,country_code,Low,0.0
categorical__country_code_SRB,country_code,Moderate,0.0
categorical__country_code_SRB,country_code,Severe,0.0
categorical__country_code_SSD,country_code,Low,9.19202756966208e-07
categorical__country_code_SSD,country_code,Moderate,1.8254879333979406e-06
categorical__country_code_SSD,country_code,Severe,2.6372499839180855e-06
categorical__country_code_STP,country_code,Low,0.0
categorical__country_code_STP,country_code,Moderate,0.0
categorical__country_code_STP,country_code,Severe,0.0
categorical__country_code_SUR,country_code,Low,0.0
categorical__country_code_SUR,country_code,Moderate,0.0
categorical__country_code_SUR,country_code,Severe,0.0
categorical__country_code_SVK,country_code,Low,2.1710962468279624e-06
categorical__country_code_SVK,country_code,Moderate,7.058563787445432e-07
categorical__country_code_SVK,country_code,Severe,2.8769526255724445e-06
categorical__country_code_SVN,country_code,Low,0.0
categorical__country_code_SVN,country_code,Moderate,0.0
categorical__country_code_SVN,country_code,Severe,0.0
categorical__country_code_SWE,country_code,Low,0.0
categorical__country_code_SWE,country_code,Moderate,0.0
categorical__country_code_SWE,country_code,Severe,0.0
categorical__country_code_SWZ,country_code,Low,0.0
categorical__country_code_SWZ,country_code,Moderate,0.0
categorical__country_code_SWZ,country_code,Severe,0.0
categorical__country_code_SXM,country_code,Low,0.0
categorical__country_code_SXM,country_code,Moderate,0.0
categorical__country_code_SXM,country_code,Severe,0.0
categorical__country_code_SYC,country_code,Low,0.0
categorical__country_code_SYC,country_code,Moderate,0.0
categorical__country_code_SYC,country_code,Severe,0.0
categorical__country_code_SYR,country_code,Low,6.001087554946506e-08
categorical__country_code_SYR,country_code,Moderate,6.001087554946463e-08
categorical__country_code_SYR,country_code,Severe,0.0
categorical__country_code_TCA,country_code,Low,0.0
categorical__country_code_TCA,country_code,Moderate,0.0
categorical__country_code_TCA,country_code,Severe,0.0
categorical__country_code_TCD,country_code,Low,2.237585474530898e-05
categorical__country_code_TCD,country_code,Moderate,1.8187026718854387e-05
categorical__country_code_TCD,country_code,Severe,4.05482901325753e-05
categorical__country_code_TGO,country_code,Low,4.64156866240307e-06
categorical__country_code_TGO,country_code,Moderate,2.4253542549864757e-06
categorical__country_code_TGO,country_code,Severe,7.066922917389518e-06
categorical__country_code_THA,country_code,Low,0.000100426999005137
categorical__country_code_THA,country_code,Moderate,2.2067799545489567e-05
categorical__country_code_THA,country_code,Severe,0.00010005424874899116
categorical__country_code_TJK,country_code,Low,3.903176869306808e-06
categorical__country_code_TJK,country_code,Moderate,2.0808008312749767e-06
categorical__country_code_TJK,country_code,Severe,1.8223760380320257e-06
categorical__country_code_TKM,country_code,Low,0.0
categorical__country_code_TKM,country_code,Moderate,0.0
categorical__country_code_TKM,country_code,Severe,0.0
categorical__country_code_TLS,country_code,Low,0.0
categorical__country_code_TLS,country_code,Moderate,0.0
categorical__country_code_TLS,country_code,Severe,0.0
categorical__country_code_TON,country_code,Low,0.0
categorical__country_code_TON,country_code,Moderate,0.0
categorical__country_code_TON,country_code,Severe,0.0
categorical__country_code_TTO,country_code,Low,0.0
categorical__country_code_TTO,country_code,Moderate,0.0
categorical__country_code_TTO,country_code,Severe,0.0
categorical__country_code_TUN,country_code,Low,1.1771026245602233e-06
categorical__country_code_TUN,country_code,Moderate,2.0260865901047187e-05
categorical__country_code_TUN,country_code,Severe,1.973387544085896e-05
categorical__country_code_TUR,country_code,Low,2.1615285226282987e-05
categorical__country_code_TUR,country_code,Moderate,1.2564878098980849e-05
categorical__country_code_TUR,country_code,Severe,2.1737161973560587e-05
categorical__country_code_TUV,country_code,Low,0.0
categorical__country_code_TUV,country_code,Moderate,0.0
categorical__country_code_TUV,country_code,Severe,0.0
categorical__country_code_TWN,country_code,Low,9.190417986024445e-05
categorical__country_code_TWN,country_code,Moderate,3.2245427339530164e-05
categorical__country_code_TWN,country_code,Severe,5.994834240667866e-05
categorical__country_code_TZA,country_code,Low,0.0001665604278197157
categorical__country_code_TZA,country_code,Moderate,0.0002679904130707117
categorical__country_code_TZA,country_code,Severe,0.0001971993385103458
categorical__country_code_UGA,country_code,Low,0.0002571993013960019
categorical__country_code_UGA,country_code,Moderate,7.779215151552085e-05
categorical__country_code_UGA,country_code,Severe,0.00031338000555574677
categorical__country_code_UKR,country_code,Low,7.087549013750018e-06
categorical__country_code_UKR,country_code,Moderate,1.0021679834804494e-05
categorical__country_code_UKR,country_code,Severe,1.1193606932806311e-05
categorical__country_code_URY,country_code,Low,0.0
categorical__country_code_URY,country_code,Moderate,0.0
categorical__country_code_URY,country_code,Severe,0.0
categorical__country_code_USA,country_code,Low,0.000256864082720195
categorical__country_code_USA,country_code,Moderate,0.0003474166438627354
categorical__country_code_USA,country_code,Severe,0.0001699140746587522
categorical__country_code_UZB,country_code,Low,0.0
categorical__country_code_UZB,country_code,Moderate,0.0
categorical__country_code_UZB,country_code,Severe,0.0
categorical__country_code_VCT,country_code,Low,0.0
categorical__country_code_VCT,country_code,Moderate,0.0
categorical__country_code_VCT,country_code,Severe,0.0
categorical__country_code_VEN,country_code,Low,3.6815987097563324e-07
categorical__country_code_VEN,country_code,Moderate,3.888509369549836e-07
categorical__country_code_VEN,country_code,Severe,2.0691065979400656e-08
categorical__country_code_VGB,country_code,Low,0.0
categorical__country_code_VGB,country_code,Moderate,0.0
categorical__country_code_VGB,country_code,Severe,0.0
categorical__country_code_VIR,country_code,Low,0.0
categorical__country_code_VIR,country_code,Moderate,0.0
categorical__country_code_VIR,country_code,Severe,0.0
categorical__country_code_VNM,country_code,Low,0.000528300179236175
categorical__country_code_VNM,country_code,Moderate,0.00033681385981169183
categorical__country_code_VNM,country_code,Severe,0.00019293218920716433
categorical__country_code_VUT,country_code,Low,0.0
categorical__country_code_VUT,country_code,Moderate,0.0
categorical__country_code_VUT,country_code,Severe,0.0
categorical__country_code_WSM,country_code,Low,0.0
categorical__country_code_WSM,country_code,Moderate,0.0
categorical__country_code_WSM,country_code,Severe,0.0
categorical__country_code_YEM,country_code,Low,4.1259938638685345e-05
categorical__country_code_YEM,country_code,Moderate,7.044780072577709e-05
categorical__country_code_YEM,country_code,Severe,3.063409617426433e-05
categorical__country_code_ZAF,country_code,Low,0.00022073786568721997
categorical__country_code_ZAF,country_code,Moderate,4.2353432092896097e-05
categorical__country_code_ZAF,country_code,Severe,0.00022786547140791843
categorical__country_code_ZMB,country_code,Low,7.1658739732798705e-06
categorical__country_code_ZMB,country_code,Moderate,1.6117559123782764e-06
categorical__country_code_ZMB,country_code,Severe,5.953478492984507e-06
categorical__country_code_ZWE,country_code,Low,0.0002537171331004992
categorical__country_code_ZWE,country_code,Moderate,0.00012215570566048448
categorical__country_code_ZWE,country_code,Severe,0.00030571151054237174
categorical__region_Australia and New Zealand,region,Low,7.722851842662035e-06
categorical__region_Australia and New Zealand,region,Moderate,2.2734960562380785e-05
categorical__region_Australia and New Zealand,region,Severe,3.045750541113659e-05
categorical__region_Central Asia,region,Low,3.1235589719258176e-05
categorical__region_Central Asia,region,Moderate,4.6499072084344255e-06
categorical__region_Central Asia,region,Severe,2.7182793792329426e-05
categorical__region_Eastern Asia,region,Low,0.004013057796846689
categorical__region_Eastern Asia,region,Moderate,0.0024193449657477864
categorical__region_Eastern Asia,region,Severe,0.002237863224174837
categorical__region_Eastern Europe,region,Low,0.0018405205027903404
categorical__region_Eastern Europe,region,Moderate,0.0004084651316549276
categorical__region_Eastern Europe,region,Severe,0.0014742915214873613
categorical__region_Latin America and the Caribbean,region,Low,0.0012390880251396397
categorical__region_Latin America and the Caribbean,region,Moderate,0.0002569385241265805
categorical__region_Latin America and the Caribbean,region,Severe,0.0011515404800714012
categorical__region_Melanesia,region,Low,4.373255129516093e-06
categorical__region_Melanesia,region,Moderate,3.3132069297065012e-06
categorical__region_Melanesia,region,Severe,5.660049378414315e-06
categorical__region_Micronesia,region,Low,0.0
categorical__region_Micronesia,region,Moderate,0.0
categorical__region_Micronesia,region,Severe,0.0
categorical__region_Northern Africa,region,Low,0.000586080785738903
categorical__region_Northern Africa,region,Moderate,0.00022996229877779225
categorical__region_Northern Africa,region,Severe,0.00041161341569260487
categorical__region_Northern America,region,Low,0.0003202596911757511
categorical__region_Northern America,region,Moderate,0.00023093456340013264
categorical__region_Northern America,region,Severe,0.0003158439002460241
categorical__region_Northern Europe,region,Low,2.4899600119210825e-05
categorical__region_Northern Europe,region,Moderate,1.3615345358656623e-05
categorical__region_Northern Europe,region,Severe,1.802652534886721e-05
categorical__region_Polynesia,region,Low,2.370508873002686e-06
categorical__region_Polynesia,region,Moderate,1.8135861049756975e-06
categorical__region_Polynesia,region,Severe,3.9377235004691145e-06
categorical__region_South-eastern Asia,region,Low,0.004817848547229485
categorical__region_South-eastern Asia,region,Moderate,0.000641756443802004
categorical__region_South-eastern Asia,region,Severe,0.004988775109917139
categorical__region_Southern Asia,region,Low,0.03245508858065514
categorical__region_Southern Asia,region,Moderate,0.006951425260891493
categorical__region_Southern Asia,region,Severe,0.025602847341765093
categorical__region_Southern Europe,region,Low,0.0016823458201427532
categorical__region_Southern Europe,region,Moderate,0.000554107417184564
categorical__region_Southern Europe,region,Severe,0.0021082373510092913
categorical__region_Sub-Saharan Africa,region,Low,0.0014348149328581407
categorical__region_Sub-Saharan Africa,region,Moderate,0.0040350172332499585
categorical__region_Sub-Saharan Africa,region,Severe,0.003500893438036782
categorical__region_Western Asia,region,Low,0.00018470057318736507
categorical__region_Western Asia,region,Moderate,0.00034978484414612486
categorical__region_Western Asia,region,Severe,0.00024985547566676346
categorical__region_Western Europe,region,Low,0.0010133846389541988
categorical__region_Western Europe,region,Moderate,0.0008020648210339218
categorical__region_Western Europe,region,Severe,0.0018099024819091373
categorical__disaster_type_Air,disaster_type,Low,0.001068960801950774
categorical__disaster_type_Air,disaster_type,Moderate,0.0006002870979278719
categorical__disaster_type_Air,disaster_type,Severe,0.0016088581110482141
categorical__disaster_type_Animal incident,disaster_type,Low,0.0
categorical__disaster_type_Animal incident,disaster_type,Moderate,0.0
categorical__disaster_type_Animal incident,disaster_type,Severe,0.0
categorical__disaster_type_Chemical spill,disaster_type,Low,2.0107020053839925e-05
categorical__disaster_type_Chemical spill,disaster_type,Moderate,1.324030708795906e-05
categorical__disaster_type_Chemical spill,disaster_type,Severe,6.86671296588267e-06
categorical__disaster_type_Collapse (Industrial),disaster_type,Low,5.083582286875159e-05
categorical__disaster_type_Collapse (Industrial),disaster_type,Moderate,0.00025636838455730536
categorical__disaster_type_Collapse (Industrial),disaster_type,Severe,0.00020553256168855507
categorical__disaster_type_Collapse (Miscellaneous),disaster_type,Low,2.761516830378329e-05
categorical__disaster_type_Collapse (Miscellaneous),disaster_type,Moderate,0.00019831376330791157
categorical__disaster_type_Collapse (Miscellaneous),disaster_type,Severe,0.00022567036615575136
categorical__disaster_type_Drought,disaster_type,Low,2.4486224232796674e-05
categorical__disaster_type_Drought,disaster_type,Moderate,5.179606127085281e-05
categorical__disaster_type_Drought,disaster_type,Severe,2.7375009156487124e-05
categorical__disaster_type_Earthquake,disaster_type,Low,0.0011288093842669535
categorical__disaster_type_Earthquake,disaster_type,Moderate,0.0013137348811125462
categorical__disaster_type_Earthquake,disaster_type,Severe,0.0019688229231133738
categorical__disaster_type_Epidemic,disaster_type,Low,0.0059801927516894065
categorical__disaster_type_Epidemic,disaster_type,Moderate,0.026661462742203195
categorical__disaster_type_Epidemic,disaster_type,Severe,0.020702401090806948
categorical__disaster_type_Explosion (Industrial),disaster_type,Low,8.13418284656718e-05
categorical__disaster_type_Explosion (Industrial),disaster_type,Moderate,0.00012352215748525144
categorical__disaster_type_Explosion (Industrial),disaster_type,Severe,0.00018472826092365082
categorical__disaster_type_Explosion (Miscellaneous),disaster_type,Low,1.3327058528915932e-05
categorical__disaster_type_Explosion (Miscellaneous),disaster_type,Moderate,5.5405102322138564e-05
categorical__disaster_type_Explosion (Miscellaneous),disaster_type,Severe,6.186651031479522e-05
categorical__disaster_type_Extreme temperature,disaster_type,Low,0.029205798464995682
categorical__disaster_type_Extreme temperature,disaster_type,Moderate,0.002092669597321337
categorical__disaster_type_Extreme temperature,disaster_type,Severe,0.030969021365463572
categorical__disaster_type_Fire (Industrial),disaster_type,Low,6.531505934386491e-06
categorical__disaster_type_Fire (Industrial),disaster_type,Moderate,2.8676132344213877e-05
categorical__disaster_type_Fire (Industrial),disaster_type,Severe,3.02235063449834e-05
categorical__disaster_type_Fire (Miscellaneous),disaster_type,Low,0.0003286365709884381
categorical__disaster_type_Fire (Miscellaneous),disaster_type,Moderate,0.00012065242517042947
categorical__disaster_type_Fire (Miscellaneous),disaster_type,Severe,0.0002721857035393076
categorical__disaster_type_Flood,disaster_type,Low,0.004942153029935776
categorical__disaster_type_Flood,disaster_type,Moderate,0.0018055305539299033
categorical__disaster_type_Flood,disaster_type,Severe,0.0038933619918089415
categorical__disaster_type_Gas leak,disaster_type,Low,3.120235465747916e-05
categorical__disaster_type_Gas leak,disaster_type,Moderate,2.0451052841781953e-05
categorical__disaster_type_Gas leak,disaster_type,Severe,1.0751301815697257e-05
categorical__disaster_type_Glacial lake outburst flood,disaster_type,Low,0.0
categorical__disaster_type_Glacial lake outburst flood,disaster_type,Moderate,0.0
categorical__disaster_type_Glacial lake outburst flood,disaster_type,Severe,0.0
categorical__disaster_type_Industrial accident (General),disaster_type,Low,1.0117407798936836e-05
categorical__disaster_type_Industrial accident (General),disaster_type,Moderate,1.0190858718092613e-05
categorical__disaster_type_Industrial accident (General),disaster_type,Severe,1.6107937726346e-05
categorical__disaster_type_Mass movement (dry),disaster_type,Low,0.0
categorical__disaster_type_Mass movement (dry),disaster_type,Moderate,0.0
categorical__disaster_type_Mass movement (dry),disaster_type,Severe,0.0
categorical__disaster_type_Mass movement (wet),disaster_type,Low,0.00043202261027439987
categorical__disaster_type_Mass movement (wet),disaster_type,Moderate,0.00043736979784335774
categorical__disaster_type_Mass movement (wet),disaster_type,Severe,8.617649334800418e-05
categorical__disaster_type_Miscellaneous accident (General),disaster_type,Low,1.541168875523148e-05
categorical__disaster_type_Miscellaneous accident (General),disaster_type,Moderate,6.23416321336734e-05
categorical__disaster_type_Miscellaneous accident (General),disaster_type,Severe,7.322403004536629e-05
categorical__disaster_type_Oil spill,disaster_type,Low,0.0
categorical__disaster_type_Oil spill,disaster_type,Moderate,0.0
categorical__disaster_type_Oil spill,disaster_type,Severe,0.0
categorical__disaster_type_Poisoning,disaster_type,Low,0.0
categorical__disaster_type_Poisoning,disaster_type,Moderate,0.0
categorical__disaster_type_Poisoning,disaster_type,Severe,0.0
categorical__disaster_type_Radiation,disaster_type,Low,0.0
categorical__disaster_type_Radiation,disaster_type,Moderate,0.0
categorical__disaster_type_Radiation,disaster_type,Severe,0.0
categorical__disaster_type_Rail,disaster_type,Low,0.0004308492158663732
categorical__disaster_type_Rail,disaster_type,Moderate,0.0003749661285187036
categorical__disaster_type_Rail,disaster_type,Severe,9.741047399836487e-05
categorical__disaster_type_Road,disaster_type,Low,0.013115257488916381
categorical__disaster_type_Road,disaster_type,Moderate,0.030693283943729322
categorical__disaster_type_Road,disaster_type,Severe,0.01757802645481272
categorical__disaster_type_Storm,disaster_type,Low,0.01537957908326681
categorical__disaster_type_Storm,disaster_type,Moderate,0.004391185404476742
categorical__disaster_type_Storm,disaster_type,Severe,0.011588841821857373
categorical__disaster_type_Volcanic activity,disaster_type,Low,0.0002974512055013987
categorical__disaster_type_Volcanic activity,disaster_type,Moderate,0.0004326525105255918
categorical__disaster_type_Volcanic activity,disaster_type,Severe,0.00013520130502419256
categorical__disaster_type_Water,disaster_type,Low,0.0034482596691666288
categorical__disaster_type_Water,disaster_type,Moderate,0.002445513208589619
categorical__disaster_type_Water,disaster_type,Severe,0.001019627237426018
categorical__disaster_type_Wildfire,disaster_type,Low,0.00032052416259016435
categorical__disaster_type_Wildfire,disaster_type,Moderate,3.659853358263472e-05
categorical__disaster_type_Wildfire,disaster_type,Severe,0.00034005768455136264
categorical__disaster_subtype_Air,disaster_subtype,Low,0.0010681488723982971
categorical__disaster_subtype_Air,disaster_subtype,Moderate,0.0006228242022888654
categorical__disaster_subtype_Air,disaster_subtype,Severe,0.0016432484858911595
categorical__disaster_subtype_Animal incident,disaster_subtype,Low,0.0
categorical__disaster_subtype_Animal incident,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Animal incident,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Ash fall,disaster_subtype,Low,0.0002871774061170328
categorical__disaster_subtype_Ash fall,disaster_subtype,Moderate,0.00021484519117355314
categorical__disaster_subtype_Ash fall,disaster_subtype,Severe,7.233221494348151e-05
categorical__disaster_subtype_Avalanche (dry),disaster_subtype,Low,0.0
categorical__disaster_subtype_Avalanche (dry),disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Avalanche (dry),disaster_subtype,Severe,0.0
categorical__disaster_subtype_Avalanche (wet),disaster_subtype,Low,1.9279880832165402e-06
categorical__disaster_subtype_Avalanche (wet),disaster_subtype,Moderate,3.1520790891270345e-05
categorical__disaster_subtype_Avalanche (wet),disaster_subtype,Severe,3.075081344609416e-05
categorical__disaster_subtype_Bacterial disease,disaster_subtype,Low,0.0007878702552121126
categorical__disaster_subtype_Bacterial disease,disaster_subtype,Moderate,0.0035240584155145725
categorical__disaster_subtype_Bacterial disease,disaster_subtype,Severe,0.002752861894301322
categorical__disaster_subtype_Blizzard/Winter storm,disaster_subtype,Low,0.0026691749813147992
categorical__disaster_subtype_Blizzard/Winter storm,disaster_subtype,Moderate,0.0017521918452819858
categorical__disaster_subtype_Blizzard/Winter storm,disaster_subtype,Severe,0.0009169831360328055
categorical__disaster_subtype_Chemical spill,disaster_subtype,Low,3.2027206584323375e-05
categorical__disaster_subtype_Chemical spill,disaster_subtype,Moderate,2.1230229908588605e-05
categorical__disaster_subtype_Chemical spill,disaster_subtype,Severe,1.0796976675738035e-05
categorical__disaster_subtype_Coastal flood,disaster_subtype,Low,0.0
categorical__disaster_subtype_Coastal flood,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Coastal flood,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Cold wave,disaster_subtype,Low,0.0011275162469057266
categorical__disaster_subtype_Cold wave,disaster_subtype,Moderate,0.0003496271996868029
categorical__disaster_subtype_Cold wave,disaster_subtype,Severe,0.0010688435900404664
categorical__disaster_subtype_Collapse (Industrial),disaster_subtype,Low,7.830847262566747e-05
categorical__disaster_subtype_Collapse (Industrial),disaster_subtype,Moderate,0.00031499561251313883
categorical__disaster_subtype_Collapse (Industrial),disaster_subtype,Severe,0.00023668713988747201
categorical__disaster_subtype_Collapse (Miscellaneous),disaster_subtype,Low,1.0146822260419598e-05
categorical__disaster_subtype_Collapse (Miscellaneous),disaster_subtype,Moderate,0.00011577919990752795
categorical__disaster_subtype_Collapse (Miscellaneous),disaster_subtype,Severe,0.000125915236662799
categorical__disaster_subtype_Derecho,disaster_subtype,Low,0.0
categorical__disaster_subtype_Derecho,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Derecho,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Drought,disaster_subtype,Low,2.480636606234365e-05
categorical__disaster_subtype_Drought,disaster_subtype,Moderate,4.964152125531746e-05
categorical__disaster_subtype_Drought,disaster_subtype,Severe,2.483515519297383e-05
categorical__disaster_subtype_Explosion (Industrial),disaster_subtype,Low,8.29410196572443e-05
categorical__disaster_subtype_Explosion (Industrial),disaster_subtype,Moderate,0.00011498510349846635
categorical__disaster_subtype_Explosion (Industrial),disaster_subtype,Severe,0.0001433436040820505
categorical__disaster_subtype_Explosion (Miscellaneous),disaster_subtype,Low,5.627941391790064e-06
categorical__disaster_subtype_Explosion (Miscellaneous),disaster_subtype,Moderate,3.668631654004198e-05
categorical__disaster_subtype_Explosion (Miscellaneous),disaster_subtype,Severe,4.092030911590476e-05
categorical__disaster_subtype_Extra-tropical storm,disaster_subtype,Low,8.863950683474289e-06
categorical__disaster_subtype_Extra-tropical storm,disaster_subtype,Moderate,5.7005209511923275e-06
categorical__disaster_subtype_Extra-tropical storm,disaster_subtype,Severe,3.867212958034746e-06
categorical__disaster_subtype_Fire (Industrial),disaster_subtype,Low,6.402884963365229e-06
categorical__disaster_subtype_Fire (Industrial),disaster_subtype,Moderate,1.3529906465837457e-05
categorical__disaster_subtype_Fire (Industrial),disaster_subtype,Severe,1.3097139903808765e-05
categorical__disaster_subtype_Fire (Miscellaneous),disaster_subtype,Low,0.0003003043270085004
categorical__disaster_subtype_Fire (Miscellaneous),disaster_subtype,Moderate,8.85189291580563e-05
categorical__disaster_subtype_Fire (Miscellaneous),disaster_subtype,Severe,0.000273785808805241
categorical__disaster_subtype_Flash flood,disaster_subtype,Low,0.00029380911092869377
categorical__disaster_subtype_Flash flood,disaster_subtype,Moderate,0.00010878347252745773
categorical__disaster_subtype_Flash flood,disaster_subtype,Severe,0.00025544285566622585
categorical__disaster_subtype_Flood (General),disaster_subtype,Low,0.0005141478218382305
categorical__disaster_subtype_Flood (General),disaster_subtype,Moderate,0.0002448423510953219
categorical__disaster_subtype_Flood (General),disaster_subtype,Severe,0.0005599746863736285
categorical__disaster_subtype_Forest fire,disaster_subtype,Low,5.333165986830538e-05
categorical__disaster_subtype_Forest fire,disaster_subtype,Moderate,2.2358447007086845e-05
categorical__disaster_subtype_Forest fire,disaster_subtype,Severe,4.007672353789432e-05
categorical__disaster_subtype_Gas leak,disaster_subtype,Low,3.569722598869902e-05
categorical__disaster_subtype_Gas leak,disaster_subtype,Moderate,2.0665677168317076e-05
categorical__disaster_subtype_Gas leak,disaster_subtype,Severe,1.5031548820382947e-05
categorical__disaster_subtype_Glacial lake outburst flood,disaster_subtype,Low,0.0
categorical__disaster_subtype_Glacial lake outburst flood,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Glacial lake outburst flood,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Ground movement,disaster_subtype,Low,0.0011406625720010628
categorical__disaster_subtype_Ground movement,disaster_subtype,Moderate,0.0011611543833910903
categorical__disaster_subtype_Ground movement,disaster_subtype,Severe,0.0010307959976098545
categorical__disaster_subtype_Hail,disaster_subtype,Low,3.1659779366753994e-06
categorical__disaster_subtype_Hail,disaster_subtype,Moderate,2.613095522564302e-06
categorical__disaster_subtype_Hail,disaster_subtype,Severe,5.820573753857621e-07
categorical__disaster_subtype_Heat wave,disaster_subtype,Low,0.037778747073588276
categorical__disaster_subtype_Heat wave,disaster_subtype,Moderate,0.005541994658286207
categorical__disaster_subtype_Heat wave,disaster_subtype,Severe,0.0432881577593812
categorical__disaster_subtype_Industrial accident (General),disaster_subtype,Low,1.1080846988444803e-05
categorical__disaster_subtype_Industrial accident (General),disaster_subtype,Moderate,1.2152214202657427e-05
categorical__disaster_subtype_Industrial accident (General),disaster_subtype,Severe,1.8760981107299068e-05
categorical__disaster_subtype_Infectious disease (General),disaster_subtype,Low,7.80176588011892e-06
categorical__disaster_subtype_Infectious disease (General),disaster_subtype,Moderate,0.00011328499485305802
categorical__disaster_subtype_Infectious disease (General),disaster_subtype,Severe,0.00011152316162365613
"categorical__disaster_subtype_Land fire (Brush, Bush, Pasture)",disaster_subtype,Low,3.7638246453578712e-06
"categorical__disaster_subtype_Land fire (Brush, Bush, Pasture)",disaster_subtype,Moderate,9.349160484387203e-07
"categorical__disaster_subtype_Land fire (Brush, Bush, Pasture)",disaster_subtype,Severe,3.071097414660087e-06
categorical__disaster_subtype_Landslide (dry),disaster_subtype,Low,0.0
categorical__disaster_subtype_Landslide (dry),disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Landslide (dry),disaster_subtype,Severe,0.0
categorical__disaster_subtype_Landslide (wet),disaster_subtype,Low,0.0002600843079127641
categorical__disaster_subtype_Landslide (wet),disaster_subtype,Moderate,0.00021884851229904488
categorical__disaster_subtype_Landslide (wet),disaster_subtype,Severe,8.839943192681116e-05
categorical__disaster_subtype_Lava flow,disaster_subtype,Low,0.0
categorical__disaster_subtype_Lava flow,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Lava flow,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Lightning/Thunderstorms,disaster_subtype,Low,3.2746775137098653e-05
categorical__disaster_subtype_Lightning/Thunderstorms,disaster_subtype,Moderate,0.000409414010693986
categorical__disaster_subtype_Lightning/Thunderstorms,disaster_subtype,Severe,0.00038578609040808883
categorical__disaster_subtype_Miscellaneous accident (General),disaster_subtype,Low,1.962163681897469e-05
categorical__disaster_subtype_Miscellaneous accident (General),disaster_subtype,Moderate,6.73178975595686e-05
categorical__disaster_subtype_Miscellaneous accident (General),disaster_subtype,Severe,8.687257157662848e-05
categorical__disaster_subtype_Mudslide,disaster_subtype,Low,5.6841941164443906e-05
categorical__disaster_subtype_Mudslide,disaster_subtype,Moderate,6.236573079493507e-05
categorical__disaster_subtype_Mudslide,disaster_subtype,Severe,1.0902910235684474e-05
categorical__disaster_subtype_Oil spill,disaster_subtype,Low,0.0
categorical__disaster_subtype_Oil spill,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Oil spill,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Parasitic disease,disaster_subtype,Low,1.9702461643499732e-06
categorical__disaster_subtype_Parasitic disease,disaster_subtype,Moderate,5.673582630244347e-06
categorical__disaster_subtype_Parasitic disease,disaster_subtype,Severe,7.628502155608244e-06
categorical__disaster_subtype_Poisoning,disaster_subtype,Low,0.0
categorical__disaster_subtype_Poisoning,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Poisoning,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Pyroclastic flow,disaster_subtype,Low,0.0
categorical__disaster_subtype_Pyroclastic flow,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Pyroclastic flow,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Radiation,disaster_subtype,Low,0.0
categorical__disaster_subtype_Radiation,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Radiation,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Rail,disaster_subtype,Low,0.0003340945624987922
categorical__disaster_subtype_Rail,disaster_subtype,Moderate,0.00032261196168488504
categorical__disaster_subtype_Rail,disaster_subtype,Severe,7.298897607739197e-05
categorical__disaster_subtype_Riverine flood,disaster_subtype,Low,0.00042253832295650824
categorical__disaster_subtype_Riverine flood,disaster_subtype,Moderate,0.0005570039738550451
categorical__disaster_subtype_Riverine flood,disaster_subtype,Severe,0.00021959422519410312
categorical__disaster_subtype_Road,disaster_subtype,Low,0.014981528195575019
categorical__disaster_subtype_Road,disaster_subtype,Moderate,0.033996093926474284
categorical__disaster_subtype_Road,disaster_subtype,Severe,0.01901456573089946
categorical__disaster_subtype_Rockfall (dry),disaster_subtype,Low,0.0
categorical__disaster_subtype_Rockfall (dry),disaster_subtype,Moderate,0.0
