model_id,fold,threshold,candidate_id,default_prediction_disagreement,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,quadratic_weighted_kappa,severe_to_low,low_to_severe,low_precision,low_recall,low_f1,low_support,moderate_precision,moderate_recall,moderate_f1,moderate_support,severe_precision,severe_recall,severe_f1,severe_support,severe_to_low_rate
RF_T2,4,0.22,RF_T2_t0.22,248,0.5149253731343284,0.6151670829994815,0.5833455689467404,0.6151670829994815,0.4516906730120773,0.5223659127110741,0.46153102001026935,9,41,0.700507614213198,0.8571428571428571,0.770949720670391,322,0.926605504587156,0.23325635103926096,0.3726937269372694,433,0.12292358803986711,0.7551020408163265,0.21142857142857144,49,0.1836734693877551
RF_T2,pooled,0.23,RF_T2_t0.23,1109,0.4633583381419504,0.6309520899309221,0.5680844752976603,0.6309520899309221,0.447922451557776,0.48643518716155093,0.4036662956750654,32,187,0.621765601217656,0.7970731707317074,0.698589140658401,1025,0.9496753246753247,0.26651480637813213,0.41622198505869795,2195,0.1328125,0.8292682926829268,0.22895622895622897,246,0.13008130081300814
RF_T2,1,0.23,RF_T2_t0.23,319,0.4394765539803708,0.6256313131313131,0.5626165501165501,0.6256313131313131,0.4423412116240177,0.4716947018099974,0.3694635582486049,5,58,0.6118881118881119,0.7291666666666666,0.6653992395437263,240,0.9375,0.2727272727272727,0.4225352112676056,605,0.13846153846153847,0.875,0.23908918406072105,72,0.06944444444444445
RF_T2,2,0.23,RF_T2_t0.23,286,0.459837019790454,0.6378239620665308,0.5603915975343944,0.6378239620665308,0.4495119306623417,0.48499214599297025,0.41103060785455114,9,35,0.6045016077170418,0.8173913043478261,0.6950092421441775,230,0.9457831325301205,0.2764084507042254,0.42779291553133514,568,0.13089005235602094,0.819672131147541,0.22573363431151242,61,0.14754098360655737
RF_T2,3,0.23,RF_T2_t0.23,265,0.435665914221219,0.6204588139495909,0.5541724914569742,0.6204588139495909,0.4275276560835743,0.46200289504900766,0.3422118057261768,9,56,0.54858934169279,0.7510729613733905,0.6340579710144928,233,0.98125,0.266553480475382,0.4192256341789052,589,0.13267813267813267,0.84375,0.22929936305732485,64,0.140625
RF_T2,4,0.23,RF_T2_t0.23,239,0.5248756218905473,0.6221217877652115,0.5858473050987534,0.6221217877652115,0.45985911780421423,0.5323390742892463,0.4711909936013521,9,38,0.7010050251256281,0.8664596273291926,0.775,322,0.9298245614035088,0.24480369515011546,0.3875685557586837,433,0.1267123287671233,0.7551020408163265,0.21700879765395895,49,0.1836734693877551
RF_T2,pooled,0.24,RF_T2_t0.24,1049,0.47374495095210617,0.6335132198702397,0.5660090624633763,0.6335132198702397,0.45471130001792015,0.4969120510350356,0.41057824659900966,34,173,0.6179104477611941,0.8078048780487805,0.7002114164904862,1025,0.9446153846153846,0.2797266514806378,0.43163444639718807,2195,0.13550135501355012,0.8130081300813008,0.23228803716608595,246,0.13821138211382114
RF_T2,1,0.24,RF_T2_t0.24,300,0.4514721919302072,0.6260483624119987,0.5575482457523108,0.6260483624119987,0.45028073255047363,0.48478461793107813,0.38011029643039373,5,53,0.6116838487972509,0.7416666666666667,0.6704331450094162,240,0.9210526315789473,0.2892561983471074,0.44025157232704404,605,0.13990825688073394,0.8472222222222222,0.24015748031496062,72,0.06944444444444445
RF_T2,2,0.24,RF_T2_t0.24,277,0.470314318975553,0.6431056522073759,0.5623737645537082,0.6431056522073759,0.4574203784635045,0.49791725792710567,0.41264512551821186,9,35,0.6045016077170418,0.8173913043478261,0.6950092421441775,230,0.9485714285714286,0.29225352112676056,0.4468371467025572,568,0.13404825737265416,0.819672131147541,0.2304147465437788,61,0.14754098360655737
RF_T2,3,0.24,RF_T2_t0.24,248,0.44469525959367945,0.6246672802645544,0.5532578092231338,0.6246672802645544,0.4327570532566152,0.4687051491945216,0.35166374325428906,10,51,0.5421686746987951,0.7725321888412017,0.6371681415929203,233,0.9817073170731707,0.2733446519524618,0.42762284196547146,589,0.1358974358974359,0.828125,0.23348017621145375,64,0.15625
RF_T2,4,0.24,RF_T2_t0.24,224,0.5348258706467661,0.6230435943832298,0.5833883381386297,0.6230435943832298,0.4666387667982317,0.5414918365988522,0.47640485879981775,10,34,0.6945812807881774,0.8757763975155279,0.7747252747252747,322,0.9256198347107438,0.2586605080831409,0.4043321299638989,433,0.1299638989169675,0.7346938775510204,0.22085889570552147,49,0.20408163265306123
RF_T2,pooled,0.25,RF_T2_t0.25,959,0.4916330063473745,0.6383097826422456,0.5646214701979327,0.6383097826422456,0.46701866351640814,0.5158591289010678,0.42186237760004897,36,154,0.6157779401022644,0.8224390243902439,0.7042606516290727,1025,0.9381153305203939,0.303872437357631,0.459050240880936,2195,0.13997113997113997,0.7886178861788617,0.23774509803921567,246,0.14634146341463414
RF_T2,1,0.25,RF_T2_t0.25,262,0.4776444929116685,0.6230677992041628,0.5538403254040325,0.6230677992041628,0.4661398079808614,0.5148302915973063,0.3875066558713903,7,47,0.6079734219269103,0.7625,0.6765249537892791,240,0.9128440366972477,0.32892561983471075,0.4835965978128797,605,0.1407035175879397,0.7777777777777778,0.23829787234042554,72,0.09722222222222222
RF_T2,2,0.25,RF_T2_t0.25,266,0.47729918509895225,0.6474891998701642,0.5603247313331935,0.6474891998701642,0.4617743744806779,0.5040807661079235,0.41748563247196957,9,33,0.5981012658227848,0.8217391304347826,0.6923076923076923,230,0.9447513812154696,0.301056338028169,0.45660881174899864,568,0.13812154696132597,0.819672131147541,0.2364066193853428,61,0.14754098360655737
RF_T2,3,0.25,RF_T2_t0.25,229,0.4604966139954853,0.6314066481099606,0.5508159750602484,0.6314066481099606,0.44439838224943884,0.48521004916954863,0.3683511434469944,10,45,0.5459940652818991,0.7896995708154506,0.6456140350877193,233,0.9662921348314607,0.2920203735144312,0.4485006518904824,589,0.14016172506738545,0.8125,0.23908045977011494,64,0.15625
RF_T2,4,0.25,RF_T2_t0.25,202,0.5572139303482587,0.63822727604949,0.5885261855146662,0.63822727604949,0.4855307733460828,0.5638142179816825,0.492676132998223,10,29,0.691566265060241,0.8913043478260869,0.7788331071913162,322,0.9328358208955224,0.28868360277136257,0.4409171075837742,433,0.1411764705882353,0.7346938775510204,0.23684210526315788,49,0.20408163265306123
RF_T2,pooled,0.26,RF_T2_t0.26,884,0.5028851702250433,0.6334142020235691,0.5603302992309774,0.6334142020235691,0.4729841379249254,0.528381400804207,0.42231615094192554,41,143,0.6101938262742282,0.8292682926829268,0.7030603804797353,1025,0.9304461942257218,0.32300683371298405,0.47954007439972945,2195,0.14035087719298245,0.7479674796747967,0.2363519588953115,246,0.16666666666666666
RF_T2,1,0.26,RF_T2_t0.26,233,0.4983642311886587,0.62705463728191,0.5505810243647729,0.62705463728191,0.47910386871425836,0.5362034756021359,0.3990598620022522,7,42,0.6045751633986928,0.7708333333333334,0.6776556776556777,240,0.9008264462809917,0.3603305785123967,0.5147579693034239,605,0.14634146341463414,0.75,0.24489795918367346,72,0.09722222222222222
