event_id,year,country_code,region,disaster_type,disaster_subtype,event_date,event_date_upper,date_granularity,is_severe_description_only,label_available_description_only,event_name,Location,start_year,start_month,start_day,end_year,end_month,end_day,emdat_magnitude,emdat_magnitude_scale
2016-0041-TON,2016,TON,Polynesia,Storm,Tropical cyclone,2016-02-19,2016-02-19,day,0,False,Cyclone Winston,Vava’u Isl.,2016,2,19,2016,2,19,,Kph
2016-0141-FJI,2016,FJI,Melanesia,Storm,Tropical cyclone,2016-04-04,2016-04-04,day,0,True,Tropical cyclone Zena,"Central, Western provinces (Viti Levu Isl.)",2016,4,4,2016,4,7,,Kph
2016-0141-TON,2016,TON,Polynesia,Storm,Tropical cyclone,2016-04-07,2016-04-07,day,0,False,Tropical cyclone Zena,"Eua, Tongatapu, Ha'apai, Tongatapu, 'Eua, Vava'u islands (Administrative unit not available)",2016,4,7,2016,4,7,,Kph
2016-0175-BGD,2016,BGD,Southern Asia,Storm,Tropical cyclone,2016-05-21,2016-05-21,day,0,True,Cyclone Roanu,"Barisal; Noakhali, Lakshmipur, Chandpur (Chittagong); Cox’s Bazar, Bhola, Barguna, Patuakhali",2016,5,21,2016,5,21,,Kph
2016-0256-CHN,2016,CHN,Eastern Asia,Storm,Tropical cyclone,2016-07-09,2016-07-09,day,0,True,Typhoon Butchoy (Nepartak),Fujian Sheng province,2016,7,9,2016,7,9,,Kph
2016-0256-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-07-08,2016-07-08,day,0,True,Typhoon Butchoy (Nepartak),"Zambales, Battan (Region III); Rizal, Batangas (Region IV)",2016,7,8,2016,7,8,,Kph
2016-0256-TWN,2016,TWN,Eastern Asia,Storm,Tropical cyclone,2016-07-09,2016-07-09,day,0,True,Typhoon Butchoy (Nepartak),,2016,7,9,2016,7,9,,Kph
2016-0268-VNM,2016,VNM,South-eastern Asia,Storm,Tropical cyclone,2016-07-28,2016-07-28,day,0,True,Storm Mirinae,"Nam Dinh, Thai Binh and Ninh Binh provinces",2016,7,28,2016,7,28,88,Kph
2016-0284-BLZ,2016,BLZ,Latin America and the Caribbean,Storm,Tropical cyclone,2016-08-04,2016-08-04,day,0,False,Tropical storm 'Earl',"San Pedro, Caye Caulker, Belize city, Ladyville, (Belize province), Orange Walk province, Belmopan (Cayo province)",2016,8,4,2016,8,4,110,Kph
2016-0284-GTM,2016,GTM,Latin America and the Caribbean,Storm,Tropical cyclone,2016-08-06,2016-08-06,day,0,False,Tropical storm 'Earl',"Petén, Izabal provinces",2016,8,6,2016,8,6,,Kph
2016-0284-HND,2016,HND,Latin America and the Caribbean,Storm,Tropical cyclone,2016-08-06,2016-08-06,day,0,True,Tropical storm 'Earl',"Islas De Bahía, Colon, Gracias A Dios, Cortés",2016,8,6,2016,8,6,,Kph
2016-0284-MEX,2016,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2016-08-06,2016-08-06,day,0,True,Tropical storm 'Earl',"Puebla, Veracruz provinces",2016,8,6,2016,8,7,,Kph
2016-0319-MEX,2016,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-06,2016-09-06,day,0,True,Hurricane Newton,"Cabo San Lucas city (La Paz district, Baja California Sur province), Oaxaca, Colima, Jalisco provinces",2016,9,6,2016,9,7,,Kph
2016-0322-USA,2016,USA,Northern America,Storm,Tropical cyclone,2016-09-01,2016-09-01,day,0,True,Hurricane Hermine,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",2016,9,1,2016,9,6,85,Kph
2016-0324-JPN,2016,JPN,Eastern Asia,Storm,Tropical cyclone,2016-09-04,2016-09-04,day,0,True,Typhoon Lionrock,Iwate,2016,9,4,2016,9,4,,Kph
2016-0342-CHN,2016,CHN,Eastern Asia,Storm,Tropical cyclone,2016-09-15,2016-09-15,day,0,False,Typhoon Ferdie (Meranti),Fujian Sheng province,2016,9,15,2016,9,15,,Kph
2016-0342-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-09-16,2016-09-16,day,0,False,Typhoon Ferdie (Meranti),"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",2016,9,16,2016,9,16,,Kph
2016-0342-TWN,2016,TWN,Eastern Asia,Storm,Tropical cyclone,2016-09-14,2016-09-14,day,0,False,Typhoon Ferdie (Meranti),,2016,9,14,2016,9,14,305,Kph
2016-0350-CHN,2016,CHN,Eastern Asia,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,0,True,Typhoon Megi,"Quanzhou district (Fujian Sheng province), Sucun village (Quzhou district, Zhejiang Sheng province), Baofeng village (Lishui district, Zhejiang Sheng province)",2016,9,28,2016,9,28,119,Kph
2016-0350-TWN,2016,TWN,Eastern Asia,Storm,Tropical cyclone,2016-09-27,2016-09-27,day,0,True,Typhoon Megi,,2016,9,27,2016,9,27,,Kph
2016-0355-BHS,2016,BHS,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,0,False,Hurricane 'Matthew',"New Providence, Nassau",2016,9,28,2016,10,10,,Kph
2016-0355-CUB,2016,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,0,False,Hurricane 'Matthew',"Baracoa, Imias, Maisi, San Antonio del Sur districts (Guantanamo province)",2016,9,28,2016,10,7,,Kph
2016-0355-DOM,2016,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2016-10-03,2016-10-03,day,0,True,Hurricane 'Matthew',"Azua, San José de Ocoa, San Juan de la Maguana, Pedernales, Barahona, Independencia, Dajabon, Monte Cristi, Bahoruco, Elias Pina, San Cristobal, Peravia, Santiago Rodriguez, Puerto Plata, Valverde, Santo Domingo, Distrito Nacional, Monsenor Noel, Sanchez Ramirez, Monte Plata, La Vega",2016,10,3,2016,10,4,,Kph
2016-0355-HTI,2016,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,1,True,Hurricane 'Matthew',"Grand’Anse (Jérémie), South (Les Cayes, Les Anglais and Tiburon municipalities), Nippes, South East, West (Leogane, Port-au-Prince) and North West departments, Les Cayes",2016,9,28,2016,10,7,,Kph
2016-0355-JAM,2016,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-27,2016-09-27,day,0,False,Hurricane 'Matthew',St. Thomas and Portland,2016,9,27,2016,10,3,,Kph
2016-0355-LCA,2016,LCA,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,0,False,Hurricane 'Matthew',"Gros-Islet (Region Number 1 province), Castries, Bexon, Marc, (Region Number 8 province), Dennery (Region Number 3 province), Laborie, Vieux- Fort (Region Number 5 province), Micoud (Region Number 4 province), Choiseul (Region Number 6 province)",2016,9,28,2016,9,28,,Kph
2016-0355-USA,2016,USA,Northern America,Storm,Tropical cyclone,2016-10-08,2016-10-08,day,0,True,Hurricane 'Matthew',"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",2016,10,8,2016,10,12,,Kph
2016-0355-VCT,2016,VCT,Latin America and the Caribbean,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,0,True,Hurricane 'Matthew',Layou (Saint Andrew),2016,9,28,2016,9,29,,Kph
2016-0361-JPN,2016,JPN,Eastern Asia,Storm,Tropical cyclone,2016-10-05,2016-10-05,day,0,False,Typhoon Chaba (Chyba?),Hokkaidoo province (Hokkaido island),2016,10,5,2016,10,6,,Kph
2016-0361-KOR,2016,KOR,Eastern Asia,Storm,Tropical cyclone,2016-10-05,2016-10-05,day,0,True,Typhoon Chaba (Chyba?),"Busan city (Pusan province), Ulsan city (Kyongsangnam-do province), Cheju-do province (Jeju island), Chollanam-do province, Gyeongju city (Kyongsangbuk-do province)",2016,10,5,2016,10,12,,Kph
2016-0362-VNM,2016,VNM,South-eastern Asia,Storm,Tropical cyclone,2016-10-13,2016-10-13,day,0,True,Tropical storm Aere,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",2016,10,13,2016,10,15,,Kph
2016-0363-CHN,2016,CHN,Eastern Asia,Storm,Tropical cyclone,2016-10-16,2016-10-16,day,0,False,Typhoon Karen (Sarika),"Hainan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu provinces",2016,10,16,2016,10,19,,Kph
2016-0363-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-10-16,2016-10-16,day,0,False,Typhoon Karen (Sarika),"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",2016,10,16,2016,10,19,210,Kph
2016-0364-CHN,2016,CHN,Eastern Asia,Storm,Tropical cyclone,2016-10-19,2016-10-19,day,0,False,Typhoon Lawin (Haima),Guangdong Sheng province,2016,10,19,2016,10,21,,Kph
2016-0364-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-10-19,2016-10-19,day,0,True,Typhoon Lawin (Haima),"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",2016,10,19,2016,10,21,215,Kph
2016-0379-CHN,2016,CHN,Eastern Asia,Storm,Tropical cyclone,2016-08-18,2016-08-18,day,0,False,Tropical storm Dianmu,"Zhanjiang district (Guangdong Sheng province), Hainan Sheng province",2016,8,18,2016,8,19,,Kph
2016-0379-VNM,2016,VNM,South-eastern Asia,Storm,Tropical cyclone,2016-08-18,2016-08-18,day,0,True,Tropical storm Dianmu,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",2016,8,18,2016,8,21,,Kph
2016-0382-JPN,2016,JPN,Eastern Asia,Storm,Tropical cyclone,2016-08-22,2016-08-22,day,0,True,Tropical storm Mindulle,"Saitama, Hokkaidoo, Tookyoo, Tiba provinces",2016,8,22,2016,8,22,,Kph
2016-0390-JPN,2016,JPN,Eastern Asia,Storm,Tropical cyclone,2016-09-20,2016-09-20,day,0,True,Typhoon Malakas,"Hyogoo, Miyazaki, Oosaka province",2016,9,20,2016,9,20,185,Kph
2016-0433-CRI,2016,CRI,Latin America and the Caribbean,Storm,Tropical cyclone,2016-11-23,2016-11-23,day,0,True,Tropical storm Otto,"Upala, Bagaces, Osa, Golfito, Corredones",2016,11,23,2016,11,25,175,Kph
2016-0433-NIC,2016,NIC,Latin America and the Caribbean,Storm,Tropical cyclone,2016-11-17,2016-11-17,day,0,False,Tropical storm Otto,"Costa Caribe Sur, Chontales, Zelaya Central, Río San Juan",2016,11,17,2016,11,17,,Kph
2016-0433-PAN,2016,PAN,Latin America and the Caribbean,Storm,Tropical cyclone,2016-11-21,2016-11-21,day,0,True,Tropical storm Otto,"Veraguas, Chiriquí, Colón, Bocas del Toro, Panama Oeste (Capira district, Panama province); Panama, Panama Oeste",2016,11,21,2016,11,22,120,Kph
2016-0456-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-11-23,2016-11-23,day,0,False,Tropical storm Marce (Tokage),"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",2016,11,23,2016,11,25,55,Kph
2016-0485-IND,2016,IND,Southern Asia,Storm,Tropical cyclone,2016-12-12,2016-12-12,day,0,True,Cyclone 'Vardah',Chennai district (Tamil Nadu province); Andhra Pradesh,2016,12,12,2016,12,14,140,Kph
2016-0490-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-09-28,2016-09-28,day,0,False,Typhoon Helen (Megi),"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",2016,9,28,2016,9,28,,Kph
2016-0503-PHL,2016,PHL,South-eastern Asia,Storm,Tropical cyclone,2016-12-25,2016-12-25,day,0,True,Typhoon 'Nina' (Nock-Ten),"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",2016,12,25,2016,12,26,185,Kph
2017-0051-MOZ,2017,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2017-02-15,2017-02-15,day,0,True,Cyclone 'Dineo',"Vilankulo, Massinga, Maxixe, Jangamo, Morrumbene Inhambane City, Funhalouro, Homoine, Jangamo, Inharrime, Panda, Zavala (Inhambane province); Chibuto, Guja, Chokwe districts (Gaza province)",2017,2,15,2017,2,15,100,Kph
2017-0075-MDG,2017,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2017-03-07,2017-03-07,day,0,True,Cyclone 'Enawo',"Antalaha district (Sava province), Analanjirofo, Alaotra Mangoro, Atsinanana, Analamanga, Vakinankaratra, Bongolava, Itasy, Ihorombe, Amoron I Mania, Haute Matsiatra, Vatovavy Fitovinany provinces",2017,3,7,2017,3,10,300,Kph
2017-0091-ZWE,2017,ZWE,Sub-Saharan Africa,Storm,Tropical cyclone,2017-01-01,2017-01-31,month,1,True,Tropical depression 'Ex-Dineo',"Chitungwiza (Harare), Makoni, Nyanga (Manicaland), Bindura, Centenary, Mazowe, Rushinga, Shamva, Mbire (Mashonaland Central), Goromonzi, Hwedza, Mudzi, Murehwa, Seke, Uzumba-Maramba-Pfungwe, Chikomba (Mashonaland East), Chegutu, Kadoma, Makonde, Kariba (Mashonaland West), Gutu, Zaka, Chiredzi, Mwenezi, Chivi (Masvingo), Tsholotsho, Bubi, Chipinge, Umguza (Matabeleland North), Matobo, Bulilima, Gwanda, Mangwe, Insiza (Matabeleland South), Chirumhanzu, Gweru, Kwekwe, Shurugwi, Zvishavane, Gokwe, Mberengwa (Midlands)",2017,1,,2017,3,,,Kph
2017-0105-AUS,2017,AUS,Australia and New Zealand,Storm,Tropical cyclone,2017-03-27,2017-03-27,day,0,True,Debbie,"Logan region; Queensland; Nouvelle-Galles du Sud, au sud du Queensland, Sydney; Bowen (Whitsunday), Mackay, Proserpine (Whitsunday), Airlie beach (Whitsunday Isl.)",2017,3,27,2017,4,6,263,Kph
2017-0142-PHL,2017,PHL,South-eastern Asia,Storm,Tropical cyclone,2017-04-15,2017-04-15,day,0,True,Tropical depression 02W (Crising),"Cebu Isl. (Carmen, Danao City)",2017,4,15,2017,4,15,,Kph
2017-0152-BGD,2017,BGD,Southern Asia,Storm,Tropical cyclone,2017-05-30,2017-05-30,day,0,True,Cyclone Mora,"Swandip, Anwara, Lohogara, Bashkhali, Sitakunda, Mirsarai, Chandanaish, Karnaphuli Thana (Chittagong district); Cohokoria, Teknaf, Moheshkhali, Kutubdia, Pekua, Ramu, Ukhiya, Shah Parir Dwip, Saint Martin’s island (Cox's Bazar district); Rangamati district (All upazillas); Nikonchori (Bandarban district); Bhola district. Khagrachhari, Feni, Noakhali districts",2017,5,30,2017,5,30,135,Kph
2017-0152-IND,2017,IND,Southern Asia,Storm,Tropical cyclone,2017-05-30,2017-05-30,day,0,False,Cyclone Mora,"Manipur, Mizoram",2017,5,30,2017,5,31,,Kph
2017-0152-MMR,2017,MMR,South-eastern Asia,Storm,Tropical cyclone,2017-06-01,2017-06-01,day,0,False,Cyclone Mora,"Chin, Ayeyarwady, Magway, Sagaing, Rakhine (worst is Buthidaung, Maungdaw-Arakan ) state",2017,6,1,2017,6,9,,Kph
2017-0168-MEX,2017,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2017-06-01,2017-06-01,day,0,True,Beatriz,"Sierra Madre del Sur, Sierra Madre de Chiapas Mountain ranges, Oaxaca State, San Francisco Ozolotepec, San Marcial Ozolotepec, San Pedro Quiatoni, San Carlos Yautepec, Jamiltepec, Juquila, and Pochutla, Tehuantepec in Istmo Region, Juchitan district, San Pablo Topiltepec",2017,6,1,2017,6,3,65,Kph
2017-0231-VUT,2017,VUT,Melanesia,Storm,Tropical cyclone,2017-05-07,2017-05-07,day,0,False,Tropical cyclone 'Donna',"Torba, Malampa, Sanma provinces",2017,5,7,2017,5,12,215,Kph
2017-0281-CHN,2017,CHN,Eastern Asia,Storm,Tropical cyclone,2017-07-16,2017-07-16,day,0,False,Tropical Storm Talas,Hainan Island,2017,7,16,2017,7,17,,Kph
2017-0281-LAO,2017,LAO,South-eastern Asia,Storm,Tropical cyclone,2017-07-17,2017-07-17,day,0,False,Tropical Storm Talas,"Borikhamxay province (Thongsaen, Napae villages)",2017,7,17,2017,7,19,,Kph
2017-0281-THA,2017,THA,South-eastern Asia,Storm,Tropical cyclone,2017-07-17,2017-07-17,day,0,False,Tropical Storm Talas,Nan (Mae Charim district),2017,7,17,2017,7,19,,Kph
2017-0281-VNM,2017,VNM,South-eastern Asia,Storm,Tropical cyclone,2017-07-17,2017-07-17,day,0,True,Tropical Storm Talas,"Thanh Hoa, Nghe An (Hon Ngu beach, Cua Lo district), Ha Tinh, Ha Noi city (Nhà Xanh Market in Câu Giây District)",2017,7,17,2017,7,18,95,Kph
2017-0326-CHN,2017,CHN,Eastern Asia,Storm,Tropical cyclone,2017-08-03,2017-08-03,day,0,False,Typhoon Nesat & Haitang,Fujian province,2017,8,3,2017,8,3,,Kph
2017-0326-PHL,2017,PHL,South-eastern Asia,Storm,Tropical cyclone,2017-07-25,2017-07-25,day,0,False,Typhoon Nesat & Haitang,"National Capital Region (Valenzuela, Quezon, Manila, Malabon, Paranaque, Makati), Ilocos (Pangasinan, La Union, Ilocos Norte, Ilocos Sur), Central Luzon (Balagtas, Meycauayan, Marilao-Bulacan, MacabebeBrgy. Sto. Rosario - City of San Fernando -Pampanga), Calabarzon (Cavite, Rizal), Cordillera Administrative Region (CAR) (Benguet, Baguio city, Abra,Mt Province, Ifugao)",2017,7,25,2017,7,27,,Kph
2017-0326-TWN,2017,TWN,Eastern Asia,Storm,Tropical cyclone,2017-07-29,2017-07-29,day,0,True,Typhoon Nesat & Haitang,"Kaohsiung City, New Taipei City",2017,7,29,2017,7,31,150,Kph
2017-0327-JPN,2017,JPN,Eastern Asia,Storm,Tropical cyclone,2017-08-05,2017-08-05,day,0,True,Typhoon 'Noru',"Wakayama prefecture; Mie region, Kagoshima (Yakushima, Minami-ko towns), Miyazaki, Oita, Fukuoka Prefectures, Hyogo Prefecture",2017,8,5,2017,8,7,120,Kph
2017-0334-MEX,2017,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2017-08-07,2017-08-07,day,0,False,Hurricane 'Franklin',"Quintana Roo State (Yucatan Peninsula); Campeche, Tabasco and Chiapas, Lechuguillas (Veracruz state); Puebla, Hidalgo states",2017,8,7,2017,8,7,140,Kph
2017-0352-CHN,2017,CHN,Eastern Asia,Storm,Tropical cyclone,2017-08-24,2017-08-24,day,0,True,Typhoon 'Hato',"Southern, Guangdong, Guangxi Zhuang, and Fujian Provinces (Guanghai, Guangdong towns, Zhuhai, Shenzhen), Guizhou and Yunnan",2017,8,24,2017,8,24,,Kph
2017-0352-HKG,2017,HKG,Eastern Asia,Storm,Tropical cyclone,2017-08-24,2017-08-24,day,0,False,Typhoon 'Hato',"Tai O, on Lantau Island",2017,8,24,2017,8,24,,Kph
2017-0352-MAC,2017,MAC,Eastern Asia,Storm,Tropical cyclone,2017-08-24,2017-08-24,day,0,True,Typhoon 'Hato',Fai Chi Kei,2017,8,24,2017,8,24,,Kph
2017-0352-VNM,2017,VNM,South-eastern Asia,Storm,Tropical cyclone,2017-08-24,2017-08-24,day,0,True,Typhoon 'Hato',Lao Cai (Sa Pa district),2017,8,24,2017,8,24,,Kph
2017-0362-USA,2017,USA,Northern America,Storm,Tropical cyclone,2017-08-25,2017-08-25,day,0,True,Hurricane Harvey,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",2017,8,25,2017,8,29,215,Kph
2017-0376-MEX,2017,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2017-08-30,2017-08-30,day,0,True,Tropical storm 'Lidia',"Cabo San Lucas, San Jose del Cabo (Baja California Sur), Comondu, Mulege, La Paz, Los Cabos, Loreto",2017,8,30,2017,9,2,,Kph
2017-0381-AIA,2017,AIA,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-06,2017-09-06,day,0,True,Hurricane 'Irma',,2017,9,6,2017,9,6,,Kph
2017-0381-ATG,2017,ATG,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-06,2017-09-06,day,0,True,Hurricane 'Irma',"Barbuda, St John and St George districts (Crosbies, Fort Road, Clare Hall, Grays Farm, Pigotts) (Antigua)",2017,9,6,2017,9,6,295,Kph
2017-0381-BHS,2017,BHS,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,False,Hurricane 'Irma',"Inagua, Mayaguana, Crooked Island, Acklins, Long Cay, Ragged Island, San Salvador, Bimini",2017,9,8,2017,9,9,,Kph
2017-0381-BLM,2017,BLM,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,True,Hurricane 'Irma',,2017,9,8,2017,9,9,,Kph
2017-0381-BRB,2017,BRB,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,True,Hurricane 'Irma',"St. David's Christ Church, Weston St. James, Cattlewash St Joseph",2017,9,8,2017,9,9,,Kph
2017-0381-CUB,2017,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,True,Hurricane 'Irma',"Habana del Este, Habana Vieja, Centro Habana, Plaza, Playa municipalities (Habana province); Sierra de Cúbitas, Florida, Nuevitas, Esmeralda municipalities (Camagüey province); Martí, Cárdenas, Matanzas, Los Arabos Unión de Reyes municipalities (Matanzas province); Jobabo, Manatí, Jesús Mendez, Puerto Padre municipalities (Las Tunas province); Gibara, Frank Paí, Banes, Mayarí, Rafael Freyre municipalities (Holguin province); Encrucijada Caibaríen, Sagüa la Grande, Santo Domingo, Santa Clara municipalities (Villa Clara province); Bolivia, Moron, Chambas, Venezuela municipalities (Ciego Avila province), Pinar del Rio, Matanzas, Artemisa, Mayabeque, Cienfuegos, Sancti Spiritus, Granma, Guantamo",2017,9,8,2017,9,10,,Kph
2017-0381-DOM,2017,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-06,2017-09-06,day,0,False,Hurricane 'Irma',"Veron, Higuey (La Altagracia), Samaná (Galera), La Romana, Puerto Plata (Motellano, Sabaneta de yasica); San Cristobal, Peravia, San José de Ocoa, Azua, Santiago (Santiago), Valverde (Mao, Esperanza), Monte cristi (Montecristi), Dajabón, Espaillat (Gaspar Hernandez), Maria Trinidad Sanchez",2017,9,6,2017,9,6,285,Kph
2017-0381-HTI,2017,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-07,2017-09-07,day,0,True,Hurricane 'Irma',"Caracol (Trou du Nord), Feroer, Malfety (Fort Liberte), Ouanaminthe, Cap Haitien; Port de Paix, St. Louis de Nord, Anse-a-Foleur, Jean Rabel, Baie-de-Henne, Detipotpe, Ile de la Tortue, Bassin Blue, Chansolme, Mole St. Nicolas which were supported",2017,9,7,2017,9,8,,Kph
2017-0381-KNA,2017,KNA,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-06,2017-09-06,day,0,False,Hurricane 'Irma',,2017,9,6,2017,9,6,,Kph
2017-0381-MAF,2017,MAF,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,True,Hurricane 'Irma',,2017,9,8,2017,9,9,,Kph
2017-0381-PRI,2017,PRI,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-06,2017-09-06,day,0,True,Hurricane 'Irma',North. Culebra and Vieques Islands,2017,9,6,2017,9,7,,Kph
2017-0381-SXM,2017,SXM,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,True,Hurricane 'Irma',,2017,9,8,2017,9,9,,Kph
2017-0381-TCA,2017,TCA,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,False,Hurricane 'Irma',"South Caicos, Salt Cay, Grand Turks, Provo (Five keys)",2017,9,8,2017,9,9,,Kph
2017-0381-USA,2017,USA,Northern America,Storm,Tropical cyclone,2017-09-10,2017-09-10,day,0,True,Hurricane 'Irma',"Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",2017,9,10,2017,9,28,300,Kph
2017-0381-VGB,2017,VGB,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-08,2017-09-08,day,0,True,Hurricane 'Irma',"Anagoda, Tortola, Necker Island (Virgin Gorda)",2017,9,8,2017,9,9,,Kph
2017-0381-VIR,2017,VIR,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-07,2017-09-07,day,0,True,Hurricane 'Irma',"St. John, St. Thomas, most of St. Croix",2017,9,7,2017,9,7,,Kph
2017-0383-DMA,2017,DMA,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-18,2017-09-18,day,0,True,Hurricane 'Maria',All island,2017,9,18,2017,9,19,260,Kph
2017-0383-DOM,2017,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-20,2017-09-20,day,0,True,Hurricane 'Maria',"La Altagracia, El Seibo, Hato Mayor, Samaná, Espaillat, María Trinidad Sánchez, Puerto Plata, Santiago, Sánchez Ramírez, Monseñor Nouel, La Romana, Montecristi, Duarte, San Juan, Valverde, Dajabón, Santiago Rodríguez, San Pedro de Macorís, Hermanas Mirabal (Salcedo), La Vega",2017,9,20,2017,9,20,,Kph
2017-0383-GLP,2017,GLP,Latin America and the Caribbean,Storm,Tropical cyclone,2017-09-20,2017-09-20,day,0,True,Hurricane 'Maria',La Desirade Island,2017,9,20,2017,9,20,,Kph
