event_id,year,country_code,region,disaster_type,disaster_subtype,event_date,event_date_upper,date_granularity,is_severe_description_only,label_available_description_only,event_name,Location,start_year,start_month,start_day,end_year,end_month,end_day,emdat_magnitude,emdat_magnitude_scale
2006-0089-MDG,2006,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2006-02-04,2006-02-04,day,0,True,Boloetse,"Androka town (Ampanihy Ouest district, Atsimo Andrefana province) Itampolo town (Toliary-II district, Atsimo Andrefana province)",2006,2,4,2006,2,4,160,Kph
2006-0139-AUS,2006,AUS,Australia and New Zealand,Storm,Tropical cyclone,2006-03-20,2006-03-20,day,0,False,Larry,Cairns district (Queensland province),2006,3,20,2006,4,2,290,Kph
2006-0155-AUS,2006,AUS,Australia and New Zealand,Storm,Tropical cyclone,2006-03-30,2006-03-30,day,0,False,Glenda,"Exmouth, Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",2006,3,30,2006,4,5,235,Kph
2006-0241-MMR,2006,MMR,South-eastern Asia,Storm,Tropical cyclone,2006-04-29,2006-04-29,day,0,True,Mala,"Hlinethaya area (Yangon(N) district, Yangon province), Ayeyawaddy, Rakhine provinces",2006,4,29,2006,5,5,240,Kph
2006-0251-CHN,2006,CHN,Eastern Asia,Storm,Tropical cyclone,2006-05-18,2006-05-18,day,0,True,Chanchu (Caloy),"Shantou district (Guangdong province), Fujian province",2006,5,18,2006,5,22,,Kph
2006-0251-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-05-11,2006-05-11,day,0,True,Chanchu (Caloy),"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2006,5,11,2006,5,12,185,Kph
2006-0251-VNM,2006,VNM,South-eastern Asia,Storm,Tropical cyclone,2006-05-17,2006-05-17,day,1,True,Chanchu (Caloy),Quang Nam province,2006,5,17,2006,5,17,,Kph
2006-0272-CUB,2006,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2006-06-11,2006-06-11,day,0,False,Alberto,Nueva Paz district (La Habana province),2006,6,11,2006,6,11,75,Kph
2006-0362-CHN,2006,CHN,Eastern Asia,Storm,Tropical cyclone,2006-07-16,2006-07-16,day,1,True,Bilis,"Fujian Sheng, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Zhejiang Sheng, Guangxi Zhuangzu Zizhiqu provinces",2006,7,16,2006,7,19,,Kph
2006-0362-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-07-11,2006-07-11,day,0,True,Bilis,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",2006,7,11,2006,7,17,120,Kph
2006-0362-TWN,2006,TWN,Eastern Asia,Storm,Tropical cyclone,2006-07-17,2006-07-17,day,0,True,Bilis,Taiwan Sheng province,2006,7,17,2006,7,17,,Kph
2006-0362-VNM,2006,VNM,South-eastern Asia,Storm,Tropical cyclone,2006-07-11,2006-07-11,day,0,True,Bilis,"Bac Kan, Lang Son, Vinh Phuc, Cao Bang, Thai Nguyen, Ha Giang provinces",2006,7,11,2006,7,19,,Kph
2006-0388-CHN,2006,CHN,Eastern Asia,Storm,Tropical cyclone,2006-07-24,2006-07-24,day,1,True,Kaemi,"Jiangxi Sheng, Fujian Sheng, Zhejiang Sheng, Guangdong Sheng, Hunan Sheng provinces",2006,7,24,2006,7,28,,Kph
2006-0388-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-07-24,2006-07-24,day,0,True,Kaemi,Region III (Central Luzon) province,2006,7,24,2006,7,28,,Kph
2006-0388-TWN,2006,TWN,Eastern Asia,Storm,Tropical cyclone,2006-07-24,2006-07-24,day,0,False,Kaemi,Pingdong area (Taiwan Sheng province),2006,7,24,2006,7,28,,Kph
2006-0410-CHN,2006,CHN,Eastern Asia,Storm,Tropical cyclone,2006-08-03,2006-08-03,day,0,True,Typhoon 'Prapiroon' (Henry/T0606),"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",2006,8,3,2006,8,6,,Kph
2006-0410-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-08-02,2006-08-02,day,0,True,Typhoon 'Prapiroon' (Henry/T0606),Quirino district (Region II (Cagayan Valley) province),2006,8,2,2006,8,6,,Kph
2006-0415-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-06-30,2006-06-30,day,0,True,Henry,"Tarlac, Zambales, Nueva Ecija districts (Region III (Central Luzon) provinces)",2006,6,30,2006,8,2,,Kph
2006-0437-CHN,2006,CHN,Eastern Asia,Storm,Tropical cyclone,2006-08-06,2006-08-06,day,1,True,Saomai,"Zhejiang Sheng, Fujian Sheng provinces",2006,8,6,2006,8,11,216,Kph
2006-0466-HTI,2006,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2006-08-25,2006-08-25,day,0,True,Ernesto,"Sud, Grande Anse, Ouest, Nippes, Artibonite provinces",2006,8,25,2006,8,26,,Kph
2006-0466-USA,2006,USA,Northern America,Storm,Tropical cyclone,2006-08-02,2006-08-02,day,0,True,Ernesto,"South Carolina, North Carolina, Virginia provinces",2006,8,2,2006,9,7,119,Kph
2006-0483-MEX,2006,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2006-09-02,2006-09-02,day,0,True,John,"Comondu, La Paz districts (Baja California Sur province)",2006,9,2,2006,9,4,215,Kph
2006-0504-JPN,2006,JPN,Eastern Asia,Storm,Tropical cyclone,2006-09-15,2006-09-15,day,0,True,Shanshan (13),"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces",2006,9,15,2006,9,20,,Kph
2006-0505-MEX,2006,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2006-09-16,2006-09-16,day,0,True,Lane,"Culiacan, Elota, Mazatlan, Escuinapa, El Rosario, San Ignacio, Salvador Alvarado, Concordia, Cosala districts (Sinaloa province)",2006,9,16,2006,9,18,250,Kph
2006-0510-BGD,2006,BGD,Southern Asia,Storm,Tropical cyclone,2006-09-18,2006-09-18,day,1,True,,"Hatiya area (Noakhali district, Chittagong province), Bagerhat district (Khulna province), Patuakhali, Barguna districts (Barisal province)",2006,9,18,2006,10,5,,Kph
2006-0510-IND,2006,IND,Southern Asia,Storm,Tropical cyclone,2006-09-18,2006-09-18,day,1,True,,"Andhra Pradesh, West Bengal, Bihar provinces",2006,9,18,2006,10,5,,Kph
2006-0517-CHN,2006,CHN,Eastern Asia,Storm,Tropical cyclone,2006-10-01,2006-10-31,month,0,True,Xangsane (Milenyo),"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",2006,10,,2006,10,,,Kph
2006-0517-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-09-27,2006-09-27,day,1,True,Xangsane (Milenyo),"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas) provinces",2006,9,27,2006,10,6,160,Kph
2006-0517-VNM,2006,VNM,South-eastern Asia,Storm,Tropical cyclone,2006-09-27,2006-09-27,day,0,True,Xangsane (Milenyo),"Ha Tinh, Thua Thien - Hue, Da Nang City, Quang Nam, Quang Ngai provinces",2006,9,27,2006,10,6,148,Kph
2006-0600-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-10-30,2006-10-30,day,0,True,Cimaron (Paeng),"Cagayan, Quirino, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), Aurora district (Region III (Central Luzon) province), La Union district (Region I (Ilocos region) province)",2006,10,30,2006,11,1,230,Kph
2006-0604-MEX,2006,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2006-10-25,2006-10-25,day,0,True,Paul,"La Reforma area (Culiacan district, Sinaloa province)",2006,10,25,2006,10,28,,Kph
2006-0610-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-11-13,2006-11-13,day,0,True,Queenie (Chebi),"Isabela district (Region II (Cagayan Valley) province), Aurora, Nueva Ecija districts (Region III (Central Luzon) province)",2006,11,13,2006,11,13,130,Kph
2006-0648-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-11-30,2006-11-30,day,1,True,Durian (Reming),"Albay, Catanduanes, Camarines Norte, Camarines Sur, Sorsogon districts (Region V (Bicol region) province), Mindoro Occidental, Mindoro Oriental, Marinduque districts (Region IV (Southern Tagalog) province), Batangas, Laguna districts (Region IV-A (Calabarzon) province)",2006,11,30,2006,12,8,195,Kph
2006-0648-VNM,2006,VNM,South-eastern Asia,Storm,Tropical cyclone,2006-11-30,2006-11-30,day,0,True,Durian (Reming),"Ba Ria-Vung Tau, Ben Tre, Binh Thuan, Vinh Long, Tien Giang, Khanh Hao, An Giang, Tra Vinh, Long An, Dong Thap, Ho Chi Ming City, Can Tho City provinces",2006,11,30,2006,12,8,,Kph
2006-0667-PHL,2006,PHL,South-eastern Asia,Storm,Tropical cyclone,2006-12-11,2006-12-11,day,0,True,Utor (Seniang),"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2006,12,11,2006,12,11,150,Kph
2006-0687-MDG,2006,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2006-12-25,2006-12-25,day,0,True,Bondo,"Mahajanga I, Mahajanga II districts (Boeny province), Antalaha district (Sava province)",2006,12,25,2006,12,25,150,Kph
2006-0737-BGD,2006,BGD,Southern Asia,Storm,Tropical cyclone,2006-04-05,2006-04-05,day,0,True,,Dhaka province,2006,4,5,2006,4,6,,Kph
2006-0738-BGD,2006,BGD,Southern Asia,Storm,Tropical cyclone,2006-04-08,2006-04-08,day,0,True,,"Tangail district (Dhaka province), Sirajganj district (Rajshahi province)",2006,4,8,2006,4,8,,Kph
2007-0032-MDG,2007,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2007-01-03,2007-01-03,day,0,True,Clovis,"Mananjary, Nosy-Varika districts (Vatovavy Fitovinany province)",2007,1,3,2007,1,3,90,Kph
2007-0080-MOZ,2007,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2007-02-22,2007-02-22,day,0,True,Favio,Vilankulo district (Inhambane province),2007,2,22,2007,2,22,180,Kph
2007-0080-ZWE,2007,ZWE,Sub-Saharan Africa,Storm,Tropical cyclone,2007-02-27,2007-02-27,day,0,False,Favio,"Vumba, Odzi, Marange areas (Mutare district, Manicaland province), Penhalonga, Stapleford villages (Mutasa district, Manicaland province), Chimanimani town (Chimanimani district, Manicaland province)",2007,2,27,2007,2,27,,Kph
2007-0085-MUS,2007,MUS,Sub-Saharan Africa,Storm,Tropical cyclone,2007-02-25,2007-02-25,day,0,True,Gamède,"Black River, Flacq, Grand Port, Moka, Pamplemousses, Plaines Wiljems, Port Louis, Riviere Du Rempart, Savanne provinces",2007,2,25,2007,2,25,,Kph
2007-0085-REU,2007,REU,Sub-Saharan Africa,Storm,Tropical cyclone,2007-02-25,2007-02-25,day,0,True,Gamède,"Arrondissement du vent, Arrondissement sous le vent provinces",2007,2,25,2007,2,25,205,Kph
2007-0095-MDG,2007,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2007-03-15,2007-03-15,day,0,True,Indlala,"Diana, Sava, Sofia, Analanjirofo provinces",2007,3,15,2007,3,17,230,Kph
2007-0133-NZL,2007,NZL,Australia and New Zealand,Storm,Tropical cyclone,2007-03-29,2007-03-29,day,0,False,Becky,Bay of Islands area (Northland province),2007,3,29,2007,3,31,,Kph
2007-0151-FJI,2007,FJI,Melanesia,Storm,Tropical cyclone,2007-04-05,2007-04-05,day,0,True,Cliff,Lau district (Eastern province),2007,4,5,2007,4,5,120,Kph
2007-0164-IRN,2007,IRN,Southern Asia,Storm,Tropical cyclone,2007-06-06,2007-06-06,day,0,True,Cyclone 'Gonu',"Ghalehganj villages (Kahnug district, Kerman province), Chahbahar, Zarabad, Konarak, Kahir villages (Chahbahar district, Sistan-o baluchestan province), Sarbaz, Iranshahr villages (Iranshahr district, Sistan-o baluchestan province), Zahedan, Khash, Saravan, Nikshahr districts (Sistan-o baluchestan province), Jask, Bandar-e abbas, Geshm districts (Hormozgan province)",2007,6,6,2007,6,10,220,Kph
2007-0164-OMN,2007,OMN,Western Asia,Storm,Tropical cyclone,2007-06-06,2007-06-06,day,0,True,Cyclone 'Gonu',Muscat province,2007,6,6,2007,6,10,260,Kph
2007-0227-BGD,2007,BGD,Southern Asia,Storm,Tropical cyclone,2007-05-15,2007-05-15,day,0,True,,"Cox's Bazar, Chittagong districts (Chittagong province)",2007,5,15,2007,5,15,88,Kph
2007-0245-PAK,2007,PAK,Southern Asia,Storm,Tropical cyclone,2007-06-26,2007-06-26,day,1,True,Cyclone 'Yemyin',"Balochistan, Sindh, North-West Frontier provinces",2007,6,26,2007,7,6,,Kph
2007-0262-JPN,2007,JPN,Eastern Asia,Storm,Tropical cyclone,2007-07-13,2007-07-13,day,0,True,Man-Yi,"Okinawa, Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Aiti, Ehime, Kagawa, Kooti, Tokusima provinces",2007,7,13,2007,7,16,250,Kph
2007-0346-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-08-08,2007-08-08,day,0,True,Chedeng and Dodong,"National Capital region (NCR), Region III (Central Luzon) provinces",2007,8,8,2007,8,13,,Kph
2007-0359-USA,2007,USA,Northern America,Storm,Tropical cyclone,2007-08-16,2007-08-16,day,0,True,Erin,"Texas, Oklahoma, Missouri provinces",2007,8,16,2007,8,19,132,Kph
2007-0360-BLZ,2007,BLZ,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-21,2007-08-21,day,0,False,Dean,"Corozal, Sarteneja, Consejo cities (Corazal province)",2007,8,21,2007,8,21,,Kph
2007-0360-CUB,2007,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-20,2007-08-20,day,0,False,Dean,"Pinar del Rio, La Habana, Isla de la Juventud provinces",2007,8,20,2007,8,20,240,Kph
2007-0360-DMA,2007,DMA,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-21,2007-08-21,day,0,True,Dean,"St. Andrew, St. David, St. George, St. John, St. Joseph, St. Luke, St. Mark, St. Patrick, St. Paul, St. Peter provinces",2007,8,21,2007,8,24,,Kph
2007-0360-DOM,2007,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-21,2007-08-21,day,0,True,Dean,"Azua, Barahona, Distrito Nacional, La Altagracia, La Romana, Pedernales, Peravia, San Cristobal, San Pedro de Macoris, Santiago, Santo Domingo provinces",2007,8,21,2007,8,24,,Kph
2007-0360-GLP,2007,GLP,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-29,2007-08-29,day,0,False,Dean,,2007,8,29,2007,8,29,160,Kph
2007-0360-HTI,2007,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-18,2007-08-18,day,0,True,Dean,"Sud, Sud Est, Grande Anse, Nippes, Ouest, Artibonite, Centre, Nord, Nord Est, Nord Ouest provinces",2007,8,18,2007,8,24,,Kph
2007-0360-JAM,2007,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-20,2007-08-20,day,0,True,Dean,"Clarendon, Saint Thomas, Saint James, Saint Andrew And Kingston provinces",2007,8,20,2007,8,20,,Kph
2007-0360-LCA,2007,LCA,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-17,2007-08-17,day,0,True,Dean,"Region Number 1, Region Number 2, Region Number 8 provinces",2007,8,17,2007,8,24,,Kph
2007-0360-MEX,2007,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-21,2007-08-21,day,0,True,Dean,"Yucatan, Quintana Roo, Campeche, Veracruz, Hidalgo, Puebla provinces",2007,8,21,2007,8,24,265,Kph
2007-0360-MTQ,2007,MTQ,Latin America and the Caribbean,Storm,Tropical cyclone,2007-08-16,2007-08-16,day,0,True,Dean,"Fort-de-France, La Trinite, Saint-Pierre, Le Marin provinces",2007,8,16,2007,8,24,160,Kph
2007-0380-CHN,2007,CHN,Eastern Asia,Storm,Tropical cyclone,2007-08-18,2007-08-18,day,0,True,Sepat,"Hunan Sheng, Jiangxi Sheng, Fujian Sheng, Zhejiang Sheng, Guangdong Sheng provinces",2007,8,18,2007,8,21,,Kph
2007-0380-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-08-17,2007-08-17,day,0,True,Sepat,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) provinces",2007,8,17,2007,8,24,,Kph
2007-0380-TWN,2007,TWN,Eastern Asia,Storm,Tropical cyclone,2007-08-17,2007-08-17,day,0,False,Sepat,"Yunlin, Changhua, Kaohsiung, Pingtung areas (Taiwan Sheng province)",2007,8,17,2007,8,24,,Kph
2007-0439-GTM,2007,GTM,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-04,2007-09-04,day,0,False,Felix,"Puerto Barrios, Morales districts (Izabal province)",2007,9,4,2007,9,12,,Kph
2007-0439-HND,2007,HND,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-04,2007-09-04,day,0,True,Felix,"Santa Barbara, Cortes, Choluteca, Valle, Paraiso provinces",2007,9,4,2007,9,12,,Kph
2007-0439-MEX,2007,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-04,2007-09-04,day,0,False,Felix,"Veracruz, Tamaulipas, San Luis Potosi provinces",2007,9,4,2007,9,6,,Kph
2007-0439-NIC,2007,NIC,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-04,2007-09-04,day,1,True,Felix,"Puerto Cabezas, Waspam, Siuna, Bonanza, Rosita districts (Atlantico Norte province)",2007,9,4,2007,9,12,,Kph
2007-0439-SLV,2007,SLV,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-04,2007-09-04,day,0,False,Felix,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",2007,9,4,2007,9,4,,Kph
2007-0457-CHN,2007,CHN,Eastern Asia,Storm,Tropical cyclone,2007-09-20,2007-09-20,day,0,True,Wipha/Goring,Zhejiang Sheng province,2007,9,20,2007,9,20,,Kph
2007-0457-JPN,2007,JPN,Eastern Asia,Storm,Tropical cyclone,2007-09-17,2007-09-17,day,0,True,Wipha/Goring,"Iwate, Akita provinces",2007,9,17,2007,9,25,,Kph
2007-0457-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-09-17,2007-09-17,day,0,True,Wipha/Goring,Negros Occidental district (Region VI (Western Visayas) province),2007,9,17,2007,9,25,,Kph
2007-0457-PRK,2007,PRK,Eastern Asia,Storm,Tropical cyclone,2007-09-17,2007-09-17,day,0,False,Wipha/Goring,"Hwanghae-bukto, Hwanghae-namdo provinces",2007,9,17,2007,9,25,,Kph
2007-0463-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-09-29,2007-09-29,day,0,True,Lekima (Hanna),"Ifugao, Kalinga districts (Cordillera Administrative region (CAR) province)",2007,9,29,2007,10,12,,Kph
2007-0463-VNM,2007,VNM,South-eastern Asia,Storm,Tropical cyclone,2007-09-29,2007-09-29,day,0,True,Lekima (Hanna),"Quang Binh, Ha Tinh, Quang Tri, Quang Ngai, Quang Nam, Son La, Yen Bai, Hoa Binh, Thai Binh, Thanh Hoa, Nghe An, Ninh Binh provinces",2007,9,29,2007,10,12,117,Kph
2007-0464-MEX,2007,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-28,2007-09-28,day,0,True,Lorenzo,"Veracruz, Puebla provinces",2007,9,28,2007,10,1,,Kph
2007-0470-KOR,2007,KOR,Eastern Asia,Storm,Tropical cyclone,2007-09-16,2007-09-16,day,0,True,Nari (11),"Cheju-do, Chollanam-do provinces",2007,9,16,2007,9,19,,Kph
2007-0479-JPN,2007,JPN,Eastern Asia,Storm,Tropical cyclone,2007-08-28,2007-08-28,day,0,True,Fitow (9),"Tookyoo, Hokkaidoo, Nagano provinces",2007,8,28,2007,9,8,140,Kph
2007-0523-BHS,2007,BHS,Latin America and the Caribbean,Storm,Tropical cyclone,2007-10-28,2007-10-28,day,0,True,Noel,"Abaco, Long Island, Exuma, Cat Island, Andros, New Providence islands (Administrative unit not available)",2007,10,28,2007,11,2,,Kph
2007-0523-CUB,2007,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2007-10-28,2007-10-28,day,0,True,Noel,"Granma, Holguin, Las Tunas, Guantanamo, Santiago de Cuba provinces",2007,10,28,2007,11,2,,Kph
2007-0523-DOM,2007,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2007-10-28,2007-10-28,day,1,True,Noel,"Santo Domingo, Distrito Nacional, San Cristobal, Peravia, Azua, Barahona, Pedernales, Independencia, Baoruco, San Juan, Santiago, Puerto Plata, Espaillat, Salcedo, Duarte, La Vega, Monte Plata, Monsenor Nouel, Hato Mayor, El Seibo, Dajabon, Monte Cristi, Santiago Rodriguez, La Altagracia, San Pedro de Macoris provinces",2007,10,28,2007,11,2,,Kph
2007-0523-HTI,2007,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2007-10-28,2007-10-28,day,0,True,Noel,"Port-au-Prince district (Ouest province), Gonaïves district (Artibonite province), Jacmel district (Sud Est province), Cayes district (Sud province)",2007,10,28,2007,11,2,,Kph
2007-0523-JAM,2007,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2007-10-28,2007-10-28,day,0,True,Noel,"Saint Catherine, Clarendon, Manchester provinces",2007,10,28,2007,11,2,,Kph
2007-0552-CHN,2007,CHN,Eastern Asia,Storm,Tropical cyclone,2007-10-02,2007-10-02,day,0,False,Krosa,"Zhejiang Sheng, Fujian Sheng provinces",2007,10,2,2007,10,8,240,Kph
2007-0552-TWN,2007,TWN,Eastern Asia,Storm,Tropical cyclone,2007-10-06,2007-10-06,day,0,True,Krosa,"Yilan, Pingdong, Tainan, Hualian, Jianyi, Taidong, Nantou, Gaoxiong, Yunlin, Xinzhu areas (Taiwan Sheng province)",2007,10,6,2007,10,10,,Kph
2007-0556-BGD,2007,BGD,Southern Asia,Storm,Tropical cyclone,2007-11-15,2007-11-15,day,1,True,Cyclone 'Sidr',"Bagerhat, Khulna, Satkhira districts (Khulna province), Patuakhali, Barguna, Pirojpur, Barisal, Jhalokati, Bhola districts (Barisal province), Madaripur, Gopalganj, Shariatpur districts (Dhaka province)",2007,11,15,2007,11,19,250,Kph
2007-0556-IND,2007,IND,Southern Asia,Storm,Tropical cyclone,2007-11-15,2007-11-15,day,0,False,Cyclone 'Sidr',"West Bengal, Orissa provinces",2007,11,15,2007,11,15,,Kph
2007-0557-PNG,2007,PNG,Melanesia,Storm,Tropical cyclone,2007-11-12,2007-11-12,day,1,True,Cyclone 'Guba',"Rabaraba district (Milne Bay Province), Northern province",2007,11,12,2007,11,16,,Kph
2007-0560-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-11-04,2007-11-04,day,0,True,Kabayan (Peipah),"Isabela, Cagayan districts (Region II (Cagayan Valley) province)",2007,11,4,2007,11,6,,Kph
2007-0576-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-11-25,2007-11-25,day,0,True,Mitag (Mina) (23),"Isabela district (Region II (Cagayan Valley) province), Camarines Sur, Camarines Norte districts (Region V (Bicol region) province)",2007,11,25,2007,12,2,170,Kph
2007-0578-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-11-18,2007-11-18,day,0,True,Hagibis (Lando) (24),"Region VII (Central Visayas), Region X (Northern Mindanao) provinces",2007,11,18,2007,11,23,129,Kph
2007-0591-AUS,2007,AUS,Australia and New Zealand,Storm,Tropical cyclone,2007-03-02,2007-03-02,day,0,True,George and Jacob,"Darwin district (Northern Territory province), Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",2007,3,2,2007,3,16,275,Kph
2007-0612-DOM,2007,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2007-12-11,2007-12-11,day,0,True,Olga,"Bonao city (Monsenor Nouel district, Monsenor Nouel province), Nagua district (Maria Trinidad Sanches province), Arenoso, Villa Rivas districts (Duarte province), Santiago, Barahona, La Vega, Puerto Plata, Monte Plata, El Seibo provinces",2007,12,11,2007,12,17,,Kph
2007-0612-HTI,2007,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2007-12-11,2007-12-11,day,0,True,Olga,"Nord, Nord Est, Nord Ouest provinces",2007,12,11,2007,12,17,,Kph
2007-0612-PRI,2007,PRI,Latin America and the Caribbean,Storm,Tropical cyclone,2007-12-11,2007-12-11,day,0,True,Olga,San Juan province,2007,12,11,2007,12,17,,Kph
2007-0655-FJI,2007,FJI,Melanesia,Storm,Tropical cyclone,2007-12-05,2007-12-05,day,0,False,Daman,"Cikobia island (Lau district, Eastern province)",2007,12,5,2007,12,7,250,Kph
2007-0668-PHL,2007,PHL,South-eastern Asia,Storm,Tropical cyclone,2007-09-18,2007-09-18,day,0,True,Goring,"Region IV (Southern Tagalog), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",2007,9,18,2007,9,18,,Kph
2007-0671-MEX,2007,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2007-09-01,2007-09-01,day,0,True,Henriette,"Acapulco De Juarez district (Guerrero province), Oaxaca, Michoacan, Colima, Jalisco provinces",2007,9,1,2007,9,1,,Kph
2008-0043-MDG,2008,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2008-01-27,2008-01-27,day,0,True,"Cyclone ""Fame""","Melaky, Boeny, Analamanga provinces",2008,1,27,2008,1,27,130,Kph
2008-0051-FJI,2008,FJI,Melanesia,Storm,Tropical cyclone,2008-01-28,2008-01-28,day,0,True,"Cyclone ""Gene""","Central, Eastern, Northern, Western provinces",2008,1,28,2008,1,29,177,Kph
2008-0070-MDG,2008,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2008-02-17,2008-02-17,day,0,True,"Cyclone ""Ivan""","Analamanga, Betsiboka, Vatovavy Fitovavy, Analanjirofo, Alaotra Mangoro, Atsinanana, Atsimo Atsinanana, Boeny, Sofia, Menabe, Bongolava, Haute Matsiatra provinces",2008,2,17,2008,3,3,230,Kph
2008-0111-MDG,2008,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2008-03-05,2008-03-05,day,0,False,"Cyclone ""Jokwe""",Nosy-Be district (Diana province),2008,3,5,2008,3,6,,Kph
2008-0111-MOZ,2008,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2008-03-08,2008-03-08,day,0,True,"Cyclone ""Jokwe""","Mossuril, Angoche, Nacala, Moma, Ilha de Mocambique, Mogovolas districts (Nampula province), Zambezia, Sofala provinces",2008,3,8,2008,3,9,,Kph
2008-0155-CHN,2008,CHN,Eastern Asia,Storm,Tropical cyclone,2008-04-19,2008-04-19,day,0,True,"Typhoon ""Neoguri"" (Ambo)","Hainan Sheng, Guangdong Sheng provinces",2008,4,19,2008,4,19,175,Kph
