experiment_id,split,fit_seconds,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,quadratic_weighted_kappa,severe_to_low,low_to_severe,severe_precision,severe_recall,severe_f1
T0,train,2.3219708999968134,0.7039681068051178,0.7390399603165547,0.6117967632206693,0.7390399603165547,0.63319082237844,0.7253726657602872,0.5077180769505819,118,206,0.32113821138211385,0.7157417893544734,0.44335320940021045
T0,validation,2.3219708999968134,0.7238805970149254,0.6231139508720447,0.6147451749905919,0.6231139508720447,0.604076924845961,0.7224726672416129,0.5100216684723726,17,8,0.2909090909090909,0.32653061224489793,0.3076923076923077
T1,train,3.186349199997494,0.6919154459484517,0.7517201317611176,0.6116780806513181,0.7517201317611176,0.628353735199698,0.7154899243637184,0.5156672550522765,101,212,0.30504689593568557,0.7734994337485843,0.4375400384368994
T1,validation,3.186349199997494,0.7176616915422885,0.6255631080627853,0.6122013024378844,0.6255631080627853,0.6022637771496219,0.7161979927859435,0.5177805064860856,16,7,0.288135593220339,0.3469387755102041,0.3148148148148148
T2,train,2.8276526000117883,0.7144446504728351,0.7476317922087294,0.6205999622337058,0.7476317922087294,0.6463517072646724,0.7324032336439558,0.5370714787978781,98,153,0.35307262569832404,0.7157417893544734,0.4728769173213618
T2,validation,2.8276526000117883,0.7238805970149254,0.6362412421540561,0.6308108775296092,0.6362412421540561,0.6164747093221311,0.7209790081271175,0.5250040001476979,17,5,0.33962264150943394,0.3673469387755102,0.35294117647058826
T3,train,3.134777600003872,0.7196365659187836,0.7592755225657465,0.626564317205012,0.7592755225657465,0.6535287996436621,0.7376668772409649,0.5492540602009063,82,158,0.3561791689152725,0.7474518686296716,0.4824561403508772
T3,validation,3.134777600003872,0.7276119402985075,0.6314563178419274,0.6293952930260125,0.6314563178419274,0.6161334759514213,0.7251584104620613,0.5187129762424394,16,7,0.34,0.3469387755102041,0.3434343434343434
